id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,neg|lfc,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
EMC1,6,1,1,1,20430,0,0.81956,6.65e-08,1.21e-06,0.000344,65,6,0.81956
PTPMT1,6,0.99914,0.99913,1,20045,0,1.6894,8.26e-08,1.21e-06,0.000344,66,5,1.6894
RPL34,6,1,1,1,20427,0,0.95226,8.83e-08,1.21e-06,0.000344,67,6,0.95226
ELP3,6,1,1,1,20426,0,1.2682,8.96e-08,1.21e-06,0.000344,68,6,1.2682
NCBP1,6,1,1,1,20425,0,1.0429,9.18e-08,1.21e-06,0.000344,69,6,1.0429
MRPS12,6,1,1,1,20423,0,0.96422,9.78e-08,1.21e-06,0.000344,70,6,0.96422
TMEM199,6,0.99999,0.99999,1,20313,0,1.2445,1.02e-07,1.21e-06,0.000344,71,6,1.2445
LARS2,6,1,1,1,20422,0,1.2503,1.03e-07,1.21e-06,0.000344,72,6,1.2503
RIOK1,6,0.99999,0.99999,1,20329,0,1.4828,1.08e-07,1.45e-06,0.000407,73,6,1.4828
GFM1,6,0.96305,0.9631,1,18845,0,1.773,1.18e-07,1.69e-06,0.000408,74,5,1.773
DCAF7,6,0.99916,0.99915,1,20050,0,1.201,1.18e-07,1.69e-06,0.000408,75,5,1.201
SLC7A5,6,1,1,1,20418,0,0.96205,1.19e-07,1.69e-06,0.000408,76,6,0.96205
WDR92,6,0.32433,0.47453,1,9531,1,1.4532,1.3e-07,1.69e-06,0.000408,77,5,1.4532
WDR24,6,1,1,1,20421,0,1.3904,1.31e-07,1.69e-06,0.000408,78,6,1.3904
RPN2,6,1,1,1,20420,0,0.77472,1.34e-07,1.69e-06,0.000408,79,6,0.77472
C21orf59,6,1,1,1,20412,0,1.338,1.35e-07,1.69e-06,0.000408,80,6,1.338
MSTO1,6,1,1,1,20381,0,1.3319,1.37e-07,1.69e-06,0.000408,81,6,1.3319
CSTF3,6,1,1,1,20419,0,0.81448,1.43e-07,1.69e-06,0.000408,82,6,0.81448
GUK1,6,0.99203,0.99191,1,19649,0,1.3471,1.44e-07,1.69e-06,0.000408,83,5,1.3471
GARS,6,0.92395,0.92418,1,17982,0,1.6094,1.46e-07,1.69e-06,0.000408,84,5,1.6094
MRPS18A,6,1,1,1,20417,0,0.84301,1.5e-07,1.69e-06,0.000408,85,6,0.84301
RRS1,6,1,1,1,20414,0,0.94592,1.87e-07,2.18e-06,0.000428,86,6,0.94592
NRF1,6,0.99998,0.99998,1,20286,0,1.8172,1.93e-07,2.18e-06,0.000428,87,6,1.8172
CTPS1,6,1,1,1,20406,0,1.6312,2.07e-07,2.18e-06,0.000428,88,6,1.6312
PRPF38A,6,1,1,1,20413,0,1.0689,2.1e-07,2.18e-06,0.000428,89,6,1.0689
PRIM2,6,0.99993,0.99994,1,20238,0,1.5999,2.13e-07,2.18e-06,0.000428,90,6,1.5999
NSMCE2,6,1,1,1,20411,0,0.89291,2.18e-07,2.18e-06,0.000428,91,6,0.89291
PAK1IP1,6,0.9976,0.99759,1,19904,0,0.82279,2.21e-07,2.18e-06,0.000428,92,5,0.82279
AHCY,6,0.99999,1,1,20343,0,1.7031,2.28e-07,2.18e-06,0.000428,93,6,1.7031
SARS,6,0.87647,0.87669,1,17027,0,1.2879,2.31e-07,2.18e-06,0.000428,94,5,1.2879
LAS1L,6,0.97163,0.97159,1,19061,0,1.0689,2.31e-07,2.18e-06,0.000428,95,5,1.0689
CPSF2,6,1,1,1,20410,0,0.65034,2.38e-07,2.18e-06,0.000428,96,6,0.65034
IPO11,6,0.94542,0.94563,1,18462,0,1.5841,2.51e-07,2.18e-06,0.000428,97,5,1.5841
AK6,6,1,1,1,20408,0,0.85958,2.57e-07,2.18e-06,0.000428,98,6,0.85958
TTF1,6,0.69657,0.7352,1,14367,1,1.3168,2.76e-07,2.18e-06,0.000428,99,4,1.3168
HNRNPM,6,0.78275,0.79267,1,15455,1,1.3194,2.8e-07,2.18e-06,0.000428,100,5,1.3194
REXO2,6,0.96555,0.96561,1,18923,0,1.0966,2.81e-07,2.18e-06,0.000428,101,5,1.0966
GRWD1,6,0.98662,0.98648,1,19453,0,1.0451,2.97e-07,2.18e-06,0.000428,102,5,1.0451
FNTB,6,0.97645,0.97637,1,19186,0,1.1293,3.08e-07,2.18e-06,0.000428,103,5,1.1293
CPSF3,6,0.99584,0.99581,1,19800,0,1.5588,3.12e-07,2.18e-06,0.000428,104,5,1.5588
GNL3,6,0.99864,0.99863,1,19988,0,1.3441,3.24e-07,2.42e-06,0.000443,105,5,1.3441
PRPF19,6,1,1,1,20407,0,1.7426,3.28e-07,2.66e-06,0.000443,106,6,1.7426
HAUS7,6,1,1,1,20405,0,0.88619,3.45e-07,2.66e-06,0.000443,107,6,0.88619
NDNL2,6,0.99976,0.99977,1,20156,0,2.0397,3.47e-07,2.66e-06,0.000443,108,6,2.0397
WDR77,6,1,1,1,20404,0,0.75209,3.58e-07,2.66e-06,0.000443,109,6,0.75209
PPA2,6,1,1,1,20403,0,0.52443,3.82e-07,2.66e-06,0.000443,110,6,0.52443
EIF2B2,6,0.99343,0.99336,1,19693,0,1.4037,3.93e-07,2.66e-06,0.000443,111,5,1.4037
POLR3B,6,0.93388,0.93406,1,18184,0,1.3433,4.08e-07,2.66e-06,0.000443,112,5,1.3433
MAPKAP1,6,1,1,1,20350,0,1.1862,4.08e-07,2.66e-06,0.000443,113,6,1.1862
PPP1R8,6,0.99998,0.99999,1,20294,0,0.9808,4.23e-07,2.66e-06,0.000443,114,6,0.9808
MCM5,6,0.90848,0.90859,1,17683,0,1.5916,4.26e-07,2.66e-06,0.000443,115,5,1.5916
PPP2R4,6,0.99993,0.99994,1,20245,0,0.94122,4.57e-07,2.66e-06,0.000443,116,6,0.94122
DTYMK,6,0.78677,0.79573,1,15515,1,1.5515,4.75e-07,2.66e-06,0.000443,117,5,1.5515
FLVCR1,6,0.98162,0.98148,1,19313,0,1.3202,4.82e-07,2.66e-06,0.000443,118,5,1.3202
ANAPC4,6,0.88839,0.88854,1,17279,0,1.1338,4.84e-07,2.66e-06,0.000443,119,5,1.1338
FURIN,6,1,1,1,20402,0,0.83854,4.84e-07,2.66e-06,0.000443,120,6,0.83854
KDSR,6,1,1,1,20398,0,0.75612,4.95e-07,2.66e-06,0.000443,121,6,0.75612
POLE2,6,1,1,1,20401,0,0.5769,4.95e-07,2.66e-06,0.000443,122,6,0.5769
RPL4,6,1,1,1,20400,0,1.0286,5.1e-07,2.66e-06,0.000443,123,6,1.0286
MED27,6,0.99968,0.99969,1,20140,0,0.93315,5.36e-07,3.14e-06,0.000463,124,6,0.93315
NAA30,6,0.060506,0.15275,0.923285,3377,1,1.746,5.45e-07,3.14e-06,0.000463,125,5,1.746
LSM2,6,0.95816,0.95822,1,18733,0,1.425,5.75e-07,3.14e-06,0.000463,126,5,1.425
EIF3I,6,0.99932,0.9993,1,20073,0,1.3339,5.77e-07,3.14e-06,0.000463,127,5,1.3339
SNRPD1,6,0.99912,0.99912,1,20042,0,1.6367,5.79e-07,3.14e-06,0.000463,128,5,1.6367
PHAX,6,1,1,1,20391,0,1.6056,5.82e-07,3.14e-06,0.000463,129,6,1.6056
MTERFD2,6,0.99998,0.99999,1,20296,0,0.96463,6.01e-07,3.14e-06,0.000463,130,6,0.96463
ERCC2,6,0.99182,0.99171,1,19642,0,1.0274,6.04e-07,3.14e-06,0.000463,131,5,1.0274
PRPF4,6,0.99546,0.99543,1,19787,0,1.0286,6.07e-07,3.14e-06,0.000463,132,5,1.0286
TANGO6,6,1,1,1,20399,0,0.82379,6.36e-07,3.14e-06,0.000463,133,6,0.82379
GCLC,6,0.99477,0.99472,1,19752,0,1.2664,6.44e-07,3.14e-06,0.000463,134,5,1.2664
NOC4L,6,0.9999,0.99991,1,20216,0,0.87866,6.66e-07,3.14e-06,0.000463,135,6,0.87866
PRKRIP1,6,0.38085,0.52277,1,10434,1,1.4013,6.94e-07,3.14e-06,0.000463,136,5,1.4013
GINS1,6,1,1,1,20396,0,0.87562,7.11e-07,3.14e-06,0.000463,137,6,0.87562
TAF1B,6,0.99999,0.99999,1,20335,0,1.5947,7.17e-07,3.14e-06,0.000463,138,6,1.5947
EED,6,0.94836,0.94851,1,18519,0,1.1764,7.43e-07,3.14e-06,0.000463,139,5,1.1764
DHX9,6,0.99993,0.99994,1,20237,0,0.98604,7.54e-07,3.63e-06,0.000482,140,6,0.98604
TUBGCP3,6,1,1,1,20395,0,0.81415,7.6e-07,3.63e-06,0.000482,141,6,0.81415
DYNLL1,6,0.99999,0.99999,1,20321,0,0.91754,7.94e-07,3.63e-06,0.000482,142,6,0.91754
MIS12,6,0.9918,0.99168,1,19641,0,1.0488,7.97e-07,3.63e-06,0.000482,143,5,1.0488
EIF3D,6,1,1,1,20394,0,0.82108,8.06e-07,3.63e-06,0.000482,144,6,0.82108
TCP1,6,0.97055,0.97054,1,19035,0,1.1497,8.46e-07,3.63e-06,0.000482,145,5,1.1497
VRK1,6,0.99992,0.99993,1,20230,0,1.1309,8.55e-07,3.63e-06,0.000482,146,6,1.1309
IARS,6,0.61698,0.69225,1,13536,1,1.6142,8.68e-07,3.63e-06,0.000482,147,5,1.6142
PREB,6,0.81342,0.81696,1,15912,1,0.99393,8.76e-07,3.63e-06,0.000482,148,5,0.99393
RCC1,6,0.99998,0.99999,1,20297,0,1.116,8.84e-07,3.63e-06,0.000482,149,6,1.116
THOC3,6,1,1,1,20355,0,1.2889,8.91e-07,3.63e-06,0.000482,150,6,1.2889
PHB2,6,0.99322,0.99316,1,19685,0,1.4138,8.98e-07,3.63e-06,0.000482,151,5,1.4138
EIF4G1,6,1,1,1,20393,0,0.69287,9.17e-07,3.63e-06,0.000482,152,6,0.69287
PCBP2,6,1,1,1,20349,0,1.0405,9.26e-07,3.63e-06,0.000482,153,6,1.0405
ATP5F1,6,0.99187,0.99176,1,19645,0,1.0841,9.31e-07,3.63e-06,0.000482,154,5,1.0841
HSPD1,6,0.99974,0.99976,1,20152,0,1.1747,9.81e-07,4.11e-06,0.000543,155,6,1.1747
FAM60A,6,1,1,1,20392,0,0.68923,1.01e-06,4.6e-06,0.000584,156,6,0.68923
NOL6,6,0.20272,0.3643,0.990044,7509,1,0.99276,1.03e-06,4.6e-06,0.000584,157,5,0.99276
FLAD1,6,0.99999,0.99999,1,20308,0,0.93058,1.04e-06,4.6e-06,0.000584,158,6,0.93058
DCAF13,6,0.9979,0.99791,1,19931,0,0.96247,1.07e-06,4.6e-06,0.000584,159,5,0.96247
TBCD,6,1,1,1,20390,0,0.88876,1.1e-06,4.6e-06,0.000584,160,6,0.88876
TOE1,6,1,1,1,20389,0,0.87507,1.11e-06,4.6e-06,0.000584,161,6,0.87507
PCID2,6,1,1,1,20388,0,1.1809,1.14e-06,5.08e-06,0.000619,162,6,1.1809
MED12,6,0.99993,0.99994,1,20235,0,0.87048,1.16e-06,5.08e-06,0.000619,163,6,0.87048
LTV1,6,1,1,1,20387,0,0.65944,1.16e-06,5.08e-06,0.000619,164,6,0.65944
MRPL53,6,1,1,1,20348,0,1.0597,1.17e-06,5.08e-06,0.000619,165,6,1.0597
YARS,6,1,1,1,20386,0,1.7318,1.19e-06,5.08e-06,0.000619,166,6,1.7318
HSD17B10,6,1,1,1,20385,0,1.4761,1.19e-06,5.08e-06,0.000619,167,6,1.4761
ACTR1A,6,0.48656,0.61623,1,12117,1,1.12,1.2e-06,5.08e-06,0.000619,168,5,1.12
SNAPC3,6,0.95721,0.95725,1,18714,0,1.2069,1.22e-06,5.56e-06,0.000674,169,5,1.2069
CMPK1,6,0.99987,0.99988,1,20200,0,0.9483,1.23e-06,6.05e-06,0.000728,170,6,0.9483
CTU1,6,1,1,1,20384,0,1.2128,1.25e-06,6.53e-06,0.000782,171,6,1.2128
DDIT3,6,1,1,1,20383,0,0.73523,1.33e-06,7.01e-06,0.00083,172,6,0.73523
CFL1,6,0.99998,0.99999,1,20306,0,1.4458,1.33e-06,7.01e-06,0.00083,173,6,1.4458
CTCF,6,0.99428,0.99422,1,19724,0,1.185,1.36e-06,7.5e-06,0.000877,174,5,1.185
NIP7,6,1,1,1,20382,0,0.90546,1.38e-06,7.5e-06,0.000877,175,6,0.90546
DBR1,6,0.99981,0.99982,1,20175,0,1.4314,1.44e-06,7.98e-06,0.000902,176,6,1.4314
MED4,6,0.85396,0.85407,1,16593,1,0.98623,1.44e-06,7.98e-06,0.000902,177,5,0.98623
GAPDH,6,0.99932,0.99929,1,20072,0,1.5549,1.46e-06,7.98e-06,0.000902,178,5,1.5549
RPL28,6,1,1,1,20380,0,0.9347,1.48e-06,7.98e-06,0.000902,179,6,0.9347
DHX36,6,0.99783,0.99783,1,19925,0,1.3244,1.51e-06,7.98e-06,0.000902,180,5,1.3244
DCTN2,6,0.99437,0.99431,1,19729,0,0.96663,1.54e-06,8.47e-06,0.000902,181,5,0.96663
PSMA3,6,0.99227,0.99216,1,19655,0,1.0486,1.54e-06,8.47e-06,0.000902,182,5,1.0486
HTATSF1,6,0.43147,0.56689,1,11227,1,1.236,1.55e-06,8.47e-06,0.000902,183,5,1.236
AARS,6,0.24602,0.40588,1,8294,1,2.1176,1.56e-06,8.47e-06,0.000902,184,5,2.1176
GTF3C3,6,0.89022,0.89035,1,17311,0,0.72714,1.57e-06,8.47e-06,0.000902,185,5,0.72714
TRAIP,6,1,1,1,20378,0,0.88831,1.57e-06,8.47e-06,0.000902,186,6,0.88831
SPATA5L1,6,0.99395,0.99388,1,19707,0,0.94443,1.58e-06,8.47e-06,0.000902,187,5,0.94443
SMC6,6,0.975,0.97496,1,19146,0,1.4617,1.59e-06,8.47e-06,0.000902,188,5,1.4617
TRNT1,6,1,1,1,20376,0,0.79827,1.6e-06,8.47e-06,0.000902,189,6,0.79827
ORC5,6,1,1,1,20377,0,0.91575,1.62e-06,8.47e-06,0.000902,190,6,0.91575
POLR1C,6,1,1,1,20347,0,0.81972,1.66e-06,8.47e-06,0.000902,191,6,0.81972
UBL5,6,1,1,1,20346,0,1.1883,1.66e-06,8.47e-06,0.000902,192,6,1.1883
MRPL3,6,1,1,1,20352,0,1.1455,1.69e-06,8.95e-06,0.000949,193,6,1.1455
TPI1,6,1,1,1,20375,0,1.0209,1.78e-06,9.92e-06,0.001046,194,6,1.0209
NDOR1,6,0.99803,0.99805,1,19939,0,1.1631,1.81e-06,1.04e-05,0.00107,195,5,1.1631
NUP214,6,1,1,1,20374,0,0.61783,1.81e-06,1.04e-05,0.00107,196,6,0.61783
RUVBL1,6,1,1,1,20373,0,1.3574,1.84e-06,1.04e-05,0.00107,197,6,1.3574
WDR18,6,0.99833,0.99834,1,19958,0,0.88093,1.86e-06,1.04e-05,0.00107,198,5,0.88093
GTF2E2,6,0.98505,0.98491,1,19406,0,0.78947,1.87e-06,1.04e-05,0.00107,199,5,0.78947
RTEL1,6,0.95692,0.95698,1,18703,0,0.92421,1.89e-06,1.06e-05,0.001089,200,5,0.92421
FDX1,6,1,1,1,20372,0,1.182,1.98e-06,1.14e-05,0.001139,201,6,1.182
SNRPA1,6,0.98221,0.98205,1,19327,0,1.4173,1.99e-06,1.14e-05,0.001139,202,5,1.4173
DDX59,6,0.99999,0.99999,1,20327,0,0.98967,2.04e-06,1.19e-05,0.001139,203,6,0.98967
AASDHPPT,6,1,1,1,20371,0,1.1223,2.07e-06,1.19e-05,0.001139,204,6,1.1223
NAA20,6,0.98962,0.98947,1,19557,0,1.3628,2.09e-06,1.19e-05,0.001139,205,5,1.3628
EIF5A,6,0.67274,0.72157,1,14113,1,0.19678,2.09e-06,1.19e-05,0.001139,206,3,0.19678
POLR2B,6,1,1,1,20370,0,0.7062,2.12e-06,1.19e-05,0.001139,207,6,0.7062
POLE3,6,1,1,1,20369,0,0.56018,2.13e-06,1.19e-05,0.001139,208,6,0.56018
KARS,6,0.95572,0.95578,1,18676,0,1.3983,2.19e-06,1.19e-05,0.001139,209,5,1.3983
TRAPPC11,6,0.99999,0.99999,1,20332,0,1.6619,2.2e-06,1.19e-05,0.001139,210,6,1.6619
NOL8,6,1,1,1,20363,0,0.91408,2.21e-06,1.19e-05,0.001139,211,6,0.91408
FANCL,6,1,1,1,20368,0,0.77322,2.21e-06,1.19e-05,0.001139,212,6,0.77322
RPA3,6,0.99685,0.99685,1,19862,0,1.219,2.22e-06,1.19e-05,0.001139,213,5,1.219
BANF1,6,0.9998,0.99981,1,20174,0,2.299,2.28e-06,1.23e-05,0.001158,214,6,2.299
VHL,6,0.99977,0.99978,1,20163,0,1.0026,2.3e-06,1.23e-05,0.001158,215,6,1.0026
MRPS21,6,0.83966,0.84023,1,16341,1,1.0862,2.32e-06,1.23e-05,0.001158,216,5,1.0862
MIOS,6,1,1,1,20367,0,0.73703,2.32e-06,1.23e-05,0.001158,217,6,0.73703
SNRNP25,6,0.99901,0.999,1,20034,0,0.91177,2.36e-06,1.23e-05,0.001158,218,5,0.91177
TPT1,6,0.77636,0.78799,1,15362,1,0.97014,2.41e-06,1.28e-05,0.001198,219,5,0.97014
WDHD1,6,0.99999,0.99999,1,20324,0,1.0353,2.44e-06,1.33e-05,0.001221,220,6,1.0353
SLC3A2,6,0.91736,0.9176,1,17837,0,1.0857,2.44e-06,1.33e-05,0.001221,221,5,1.0857
HINFP,6,0.99998,0.99999,1,20293,0,1.1885,2.45e-06,1.33e-05,0.001221,222,6,1.1885
PSMA4,6,0.98893,0.98879,1,19536,0,0.76535,2.48e-06,1.33e-05,0.001221,223,5,0.76535
CUL3,6,0.87355,0.87374,1,16969,0,0.90065,2.54e-06,1.38e-05,0.001249,224,5,0.90065
TRAPPC3,6,0.97705,0.97696,1,19201,0,1.5237,2.56e-06,1.38e-05,0.001249,225,5,1.5237
NUTF2,6,0.99905,0.99904,1,20036,0,1.1965,2.56e-06,1.38e-05,0.001249,226,5,1.1965
SLC25A26,6,0.99938,0.99936,1,20084,0,1.2119,2.69e-06,1.43e-05,0.001287,227,6,1.2119
POP7,6,0.99938,0.99937,1,20085,0,0.97208,2.76e-06,1.48e-05,0.001324,228,6,0.97208
HDAC3,6,0.99991,0.99992,1,20227,0,0.90506,2.79e-06,1.52e-05,0.00135,229,6,0.90506
MYBBP1A,6,0.99401,0.99394,1,19712,0,0.80132,2.82e-06,1.52e-05,0.00135,230,5,0.80132
UBTF,6,0.97096,0.97094,1,19046,0,0.77353,2.83e-06,1.52e-05,0.00135,231,5,0.77353
ACTB,6,1,1,1,20366,0,1.1982,2.95e-06,1.72e-05,0.001515,232,6,1.1982
TRMT112,6,1,1,1,20365,0,1.7313,3.11e-06,1.77e-05,0.001525,233,6,1.7313
DNLZ,6,1,1,1,20364,0,0.80366,3.15e-06,1.77e-05,0.001525,234,6,0.80366
ZNHIT2,6,0.97776,0.97767,1,19213,0,1.1923,3.16e-06,1.77e-05,0.001525,235,5,1.1923
RBX1,6,0.99998,0.99998,1,20290,0,1.2593,3.19e-06,1.77e-05,0.001525,236,6,1.2593
GEMIN5,6,0.99998,0.99999,1,20303,0,0.9018,3.2e-06,1.77e-05,0.001525,237,6,0.9018
DHX35,6,0.98855,0.9884,1,19521,0,1.5053,3.25e-06,1.81e-05,0.001541,238,5,1.5053
THG1L,6,0.49021,0.6195,1,12171,2,0.74115,3.25e-06,1.81e-05,0.001541,239,3,0.74115
PPP2CA,5,0.99986,0.99987,1,20195,0,2.2615,3.26e-06,1.81e-05,0.001541,240,5,2.2615
CRLS1,6,1,1,1,20362,0,1.056,3.27e-06,1.81e-05,0.001541,241,6,1.056
SCAP,6,1,1,1,20361,0,0.48912,3.43e-06,1.91e-05,0.001585,242,6,0.48912
CENPI,6,1,1,1,20360,0,0.83243,3.44e-06,1.91e-05,0.001585,243,6,0.83243
EIF2B4,6,0.99954,0.99954,1,20108,0,1.0797,3.44e-06,1.91e-05,0.001585,244,6,1.0797
PRPF40A,6,1,1,1,20359,0,0.78038,3.47e-06,1.91e-05,0.001585,245,6,0.78038
DLD,6,0.99983,0.99984,1,20182,0,1.5294,3.49e-06,1.91e-05,0.001585,246,6,1.5294
SRSF1,6,1,1,1,20358,0,1.2525,3.49e-06,1.96e-05,0.001585,247,6,1.2525
GEMIN8,6,1,1,1,20357,0,0.61034,3.5e-06,1.96e-05,0.001585,248,6,0.61034
POLR2E,6,1,1,1,20356,0,0.88613,3.53e-06,1.96e-05,0.001585,249,6,0.88613
GABPA,6,0.99975,0.99977,1,20155,0,0.86696,3.55e-06,1.96e-05,0.001585,250,6,0.86696
CDIPT,6,0.98897,0.98883,1,19541,0,0.69912,3.57e-06,1.96e-05,0.001585,251,5,0.69912
TBL3,6,0.99999,1,1,20339,0,0.93923,3.58e-06,1.96e-05,0.001585,252,6,0.93923
