id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,neg|lfc,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
ROMO1,6,0.99995,0.99995,1,20343,0,1.7797,1.1908e-07,2.177e-06,0.000378,103,6,1.7797
MTF1,6,1,1,1,20459,0,1.7773,1.4956e-11,2.4189e-07,8e-05,17,6,1.7773
EIF5AL1,6,0.99443,0.99441,1,19946,0,1.7751,2.1785e-07,2.177e-06,0.000378,113,4,1.7751
PTBP1,6,0.99975,0.99975,1,20266,0,1.7744,8.4017e-09,2.4189e-07,8e-05,62,6,1.7744
CTPS1,6,1,1,1,20441,0,1.7715,4.2397e-09,2.4189e-07,8e-05,48,6,1.7715
SRRM1,6,0.96101,0.96092,1,19005,0,1.7659,8.8397e-07,3.6283e-06,0.000495,150,4,1.7659
TAF5,6,1,1,1,20449,0,1.7633,6.7419e-10,2.4189e-07,8e-05,32,6,1.7633
KAT5,6,0.96688,0.96686,1,19156,0,1.7631,1.0792e-09,2.4189e-07,8e-05,37,5,1.7631
DNM2,6,0.99504,0.99508,1,19974,0,1.7611,1.0893e-05,6.2165e-05,0.00497,255,5,1.7611
WDR82,6,1,1,1,20453,0,1.7601,9.3892e-11,2.4189e-07,8e-05,23,6,1.7601
SCAP,6,1,1,1,20452,0,1.7504,4.5945e-11,2.4189e-07,8e-05,21,6,1.7504
WDR24,6,0.99961,0.99963,1,20241,0,1.747,1.0007e-07,1.6932e-06,0.000343,99,6,1.747
DDX23,6,0.84594,0.88722,1,17401,1,1.7444,1.4024e-06,6.0472e-06,0.000724,170,5,1.7444
STK11,6,0.99562,0.99566,1,19996,0,1.7431,5.3706e-09,2.4189e-07,8e-05,52,5,1.7431
ATXN2L,6,0.99845,0.9985,1,20145,0,1.7426,1.2554e-07,2.177e-06,0.000378,106,5,1.7426
ELOF1,6,0.9998,0.9998,1,20281,0,1.7256,3.6223e-07,2.6608e-06,0.000432,123,6,1.7256
HARS,6,1,1,1,20444,0,1.7201,2.5314e-09,2.4189e-07,8e-05,41,6,1.7201
hsa-mir-1254-2,4,0.94527,0.94585,1,18661,0,1.711,8.3073e-05,0.00041532,0.021519,395,3,1.711
PPP1R8,6,0.99764,0.9977,1,20094,0,1.6959,4.7716e-08,1.2094e-06,0.000269,87,5,1.6959
CHERP,6,0.99322,0.99317,1,19901,0,1.6894,9.1318e-07,4.1121e-06,0.00055,152,5,1.6894
DHX15,6,1,1,1,20386,0,1.6833,2.7729e-06,1.6207e-05,0.001719,191,6,1.6833
CHAF1B,6,0.99998,0.99998,1,20359,0,1.68,2.5777e-06,1.4271e-05,0.001545,189,6,1.68
PDXK,6,0.9999,0.99991,1,20316,0,1.6728,5.0108e-10,2.4189e-07,8e-05,31,6,1.6728
EIF2S3,6,0.99967,0.99968,1,20248,0,1.6717,1.5935e-05,9.216e-05,0.006934,272,6,1.6717
MBNL1,6,0.99998,0.99998,1,20364,0,1.6685,2.549e-08,7.2567e-07,0.000181,76,6,1.6685
SETD1B,6,0.80626,0.87165,1,17081,1,1.6561,5.2243e-09,2.4189e-07,8e-05,50,5,1.6561
NRF1,6,1,1,1,20426,0,1.6537,2.7618e-09,2.4189e-07,8e-05,42,6,1.6537
SMARCA5,6,1,1,1,20423,0,1.6531,3.7924e-09,2.4189e-07,8e-05,46,6,1.6531
TCEB2,6,0.79655,0.86826,1,17004,1,1.6437,2.9088e-06,1.8142e-05,0.001894,195,5,1.6437
ATP2A2,6,0.91292,0.92188,1,18161,1,1.6227,3.9594e-07,2.6608e-06,0.000432,125,5,1.6227
ASH2L,6,0.99982,0.99983,1,20292,0,1.6203,5.7815e-07,3.1446e-06,0.00046,136,6,1.6203
BRD4,6,0.99292,0.99289,1,19882,0,1.6094,1.6476e-07,2.177e-06,0.000378,111,4,1.6094
SLC25A22,6,1,1,1,20458,0,1.602,1.8269e-11,2.4189e-07,8e-05,18,6,1.602
TFRC,6,0.95505,0.95491,1,18876,0,1.5927,1.15e-06,5.0797e-06,0.000623,162,5,1.5927
hsa-mir-5692c-2,4,0.40636,0.61565,1,12182,1,1.587,2.2161e-05,0.00012264,0.008422,298,3,1.587
LSM2,6,1,1,1,20393,0,1.5847,1.1244e-06,5.0797e-06,0.000623,161,6,1.5847
RTEL1,6,0.016039,0.058465,0.852561,1400,1,1.5814,1.1198e-06,5.0797e-06,0.000623,160,4,1.5814
ZC3H4,6,0.43204,0.64052,1,12656,1,1.577,8.8976e-07,4.1121e-06,0.00055,151,4,1.577
SUV420H1,6,0.99967,0.99968,1,20249,0,1.5739,1.488e-06,6.531e-06,0.000764,174,6,1.5739
WSB1,6,0.59581,0.74684,1,14636,1,1.5715,5.704e-09,2.4189e-07,8e-05,53,5,1.5715
PHAX,6,0.97047,0.9704,1,19245,0,1.5704,1.0185e-06,4.5959e-06,0.000592,155,5,1.5704
NAA38,6,0.98352,0.98342,1,19596,0,1.5594,1.9284e-05,0.00011006,0.007903,285,5,1.5594
RSRC2,6,1,1,1,20440,0,1.5592,6.5784e-09,2.4189e-07,8e-05,57,6,1.5592
ATAD3A,6,0.75971,0.85212,1,16659,1,1.5426,4.9968e-09,2.4189e-07,8e-05,49,5,1.5426
VHL,6,1,1,1,20437,0,1.5383,1.4395e-08,7.2567e-07,0.000181,67,6,1.5383
MYBL2,6,1,1,1,20451,0,1.5382,9.8286e-11,2.4189e-07,8e-05,25,6,1.5382
SMARCB1,6,1,1,1,20417,0,1.5378,2.8552e-08,7.2567e-07,0.000181,79,6,1.5378
POLE4,6,0.92686,0.93135,1,18343,1,1.5374,7.921e-09,2.4189e-07,8e-05,59,5,1.5374
TAF13,6,0.98994,0.9899,1,19779,0,1.5298,2.2094e-08,7.2567e-07,0.000181,72,5,1.5298
FAM50A,6,0.9997,0.99971,1,20255,0,1.526,2.2463e-08,7.2567e-07,0.000181,73,6,1.526
RPS15A,6,1,1,1,20398,0,1.5246,5.031e-07,3.1446e-06,0.00046,131,6,1.5246
GARS,6,0.99687,0.99693,1,20051,0,1.5242,1.7662e-06,8.4661e-06,0.000963,178,5,1.5242
LDLR,6,1,1,1,20395,0,1.5199,7.9756e-08,1.6932e-06,0.000343,94,6,1.5199
hsa-mir-7975,4,0.99997,0.99997,1,20348,0,1.5098,2.8802e-05,0.00016182,0.010615,312,4,1.5098
LONP1,6,0.99948,0.9995,1,20221,0,1.5073,1.0263e-06,4.5959e-06,0.000592,156,5,1.5073
EIF3I,6,0.99975,0.99976,1,20269,0,1.5043,1.2149e-06,5.0797e-06,0.000623,166,6,1.5043
PIK3CD,6,0.73746,0.83665,1,16377,1,1.504,3.849e-06,2.4915e-05,0.0025,203,4,1.504
NRBP1,6,0.074887,0.19893,0.949627,4284,2,1.5003,8.9863e-08,1.6932e-06,0.000343,96,4,1.5003
IARS2,6,1,1,1,20406,0,1.4933,5.6845e-07,3.1446e-06,0.00046,134,6,1.4933
NPIPA5,2,0.99752,0.99758,1,20086,0,1.4866,0.0024794,0.010238,0.234027,895,2,1.4866
FAM96B,6,1,1,1,20396,0,1.4814,9.2216e-07,4.1121e-06,0.00055,153,6,1.4814
TXNL4A,6,0.99938,0.9994,1,20204,0,1.4778,5.6669e-05,0.0002968,0.016642,365,5,1.4778
hsa-mir-5684,4,0.52787,0.70788,1,13884,1,1.4695,0.0002225,0.0011478,0.047551,494,3,1.4695
hsa-mir-3687,4,0.92542,0.93032,1,18315,0,1.4603,0.0021955,0.0091746,0.217072,865,3,1.4603
CRNKL1,6,0.51889,0.70251,1,13786,2,1.4583,8.113e-07,3.6283e-06,0.000495,147,4,1.4583
hsa-mir-4769,4,0.99989,0.9999,1,20308,0,1.4578,2.0027e-05,0.00011296,0.008,289,4,1.4578
ATP1B3,6,0.40787,0.61714,1,12219,1,1.4573,4.208e-08,9.6755e-07,0.000233,85,5,1.4573
DHDDS,6,0.81521,0.87489,1,17152,1,1.4563,1.892e-06,8.9499e-06,0.001001,182,5,1.4563
TFDP1,6,0.99999,0.99999,1,20368,0,1.4545,1.6583e-09,2.4189e-07,8e-05,38,6,1.4545
RECQL4,6,0.99014,0.9901,1,19784,0,1.4523,8.3673e-05,0.00041774,0.02159,396,5,1.4523
E2F3,6,1,1,1,20433,0,1.4514,2.7281e-08,7.2567e-07,0.000181,78,6,1.4514
EED,6,0.8856,0.90603,1,17829,1,1.445,3.8246e-08,7.2567e-07,0.000181,82,5,1.445
USP17L5,1,0.97956,0.97939,1,19475,0,1.4435,0.020444,0.062931,0.74577,1727,1,1.4435
hsa-mir-4454,4,0.99759,0.99765,1,20090,0,1.4389,4.8966e-05,0.000261,0.015132,353,4,1.4389
TBP,6,0.98315,0.98304,1,19586,0,1.4387,6.7524e-06,4.2331e-05,0.0038,227,5,1.4387
STRIP1,6,0.99153,0.99149,1,19836,0,1.4342,2.5515e-07,2.177e-06,0.000378,117,5,1.4342
RNMT,6,0.99571,0.99576,1,19999,0,1.4328,1.5039e-07,2.177e-06,0.000378,110,5,1.4328
TUT1,6,0.99981,0.99982,1,20284,0,1.4293,3.2681e-06,2.0561e-05,0.002093,201,6,1.4293
RICTOR,6,0.12935,0.29772,0.97497,6249,1,1.4282,4.8949e-06,3.3139e-05,0.00314,215,5,1.4282
LARS,6,0.62104,0.76198,1,14917,1,1.426,4.6026e-05,0.00024987,0.014653,349,5,1.426
PGD,6,0.91173,0.92111,1,18146,1,1.4227,6.8848e-06,4.2814e-05,0.00381,229,5,1.4227
DARS,6,0.99741,0.99747,1,20075,0,1.4205,4.745e-06,3.072e-05,0.002938,214,5,1.4205
WASH1,6,0.99993,0.99993,1,20328,0,1.4202,1.1437e-05,6.6519e-05,0.005256,259,6,1.4202
CHTF8,6,0.99658,0.99665,1,20043,0,1.4146,5.3725e-07,3.1446e-06,0.00046,133,5,1.4146
DDX42,6,1,1,1,20427,0,1.4109,1.3356e-08,7.2567e-07,0.000181,66,6,1.4109
SLC20A1,6,0.92812,0.93226,1,18363,1,1.4075,4.47e-07,3.1446e-06,0.00046,128,5,1.4075
PPIAL4F,2,0.84827,0.88825,1,17424,0,1.4071,0.021065,0.064499,0.755174,1748,1,1.4071
HSPE1,5,0.97134,0.97128,1,19262,0,1.4064,7.4818e-06,4.4749e-05,0.003897,235,4,1.4064
RPS26,6,0.98067,0.98055,1,19508,0,1.4062,4.3775e-05,0.00023633,0.01406,344,5,1.4062
ABCB7,6,1,1,1,20400,0,1.4054,8.749e-07,3.6283e-06,0.000495,149,6,1.4054
AGAP9,2,0.99646,0.99652,1,20035,0,1.405,0.0034908,0.014036,0.291933,984,2,1.405
TAZ,6,0.99989,0.9999,1,20310,0,1.405,9.0899e-06,5.2006e-05,0.004435,240,6,1.405
TRMT112,6,0.96102,0.96094,1,19007,0,1.3975,2.2008e-05,0.00012215,0.008418,297,5,1.3975
USP9X,6,0.98693,0.98683,1,19698,0,1.3962,9.7033e-08,1.6932e-06,0.000343,98,4,1.3962
PHB2,6,0.94197,0.943,1,18601,1,1.3944,7.2809e-07,3.6283e-06,0.000495,141,4,1.3944
HNRNPA1,6,1,1,1,20416,0,1.391,1.387e-07,2.177e-06,0.000378,107,6,1.391
SPDYE5,2,0.99842,0.99848,1,20143,0,1.3854,0.0015766,0.006778,0.174928,793,2,1.3854
CUL2,6,0.66091,0.78633,1,15379,1,1.3808,3.5267e-07,2.6608e-06,0.000432,122,5,1.3808
POLR3H,6,0.53201,0.71024,1,13928,2,1.3771,3.7963e-05,0.00020827,0.0128,333,4,1.3771
SNRPA1,6,0.9942,0.99419,1,19938,0,1.3701,3.9297e-06,2.5882e-05,0.002584,205,5,1.3701
SRSF2,6,0.34755,0.55759,1,11127,1,1.37,3.9119e-05,0.00021117,0.012939,334,5,1.37
PPIL3,6,0.99343,0.9934,1,19911,0,1.3645,1.0569e-06,4.5959e-06,0.000592,157,4,1.3645
CARS,6,0.99998,0.99997,1,20357,0,1.3593,3.8756e-07,2.6608e-06,0.000432,124,6,1.3593
hsa-mir-566,4,0.94114,0.94228,1,18585,0,1.3577,0.00081576,0.0037723,0.111565,692,3,1.3577
EIF2S1,6,0.2599,0.4677,1,9499,2,1.3534,7.7631e-05,0.00039307,0.020733,387,4,1.3534
EIF4E,6,0.99831,0.99836,1,20134,0,1.3485,4.0698e-06,2.6366e-05,0.002619,206,5,1.3485
MTOR,6,1,1,1,20447,0,1.3419,7.8287e-10,2.4189e-07,8e-05,34,6,1.3419
HINFP,6,1,1,1,20448,0,1.3404,7.5281e-10,2.4189e-07,8e-05,33,6,1.3404
SRSF3,6,0.99973,0.99974,1,20259,0,1.3391,3.5196e-05,0.00019182,0.012005,327,6,1.3391
WDR59,6,0.99363,0.9936,1,19919,0,1.3386,1.2023e-06,5.0797e-06,0.000623,164,5,1.3386
TAF10,6,1,1,1,20439,0,1.3383,7.5696e-09,2.4189e-07,8e-05,58,6,1.3383
SMG6,6,0.1713,0.36799,0.988064,7607,2,1.3318,1.4079e-06,6.0472e-06,0.000724,171,4,1.3318
UNK,6,1,1,1,20389,0,1.3279,1.9892e-07,2.177e-06,0.000378,112,6,1.3279
TAF12,6,0.98313,0.98302,1,19585,0,1.3276,1.1107e-06,4.5959e-06,0.000592,159,5,1.3276
EIF4A1,6,1,1,1,20387,0,1.3268,6.4276e-08,1.2094e-06,0.000269,89,6,1.3268
ELAVL1,6,1,1,1,20434,0,1.3237,2.695e-08,7.2567e-07,0.000181,77,6,1.3237
REXO1L1,6,0.97497,0.97489,1,19359,0,1.3177,0.00028037,0.001423,0.055263,527,4,1.3177
HSPE1-MOB4,1,0.95823,0.95813,1,18948,0,1.3175,0.041767,0.11483,0.972531,2416,1,1.3175
RPL26,6,0.89012,0.90841,1,17883,1,1.3153,3.0247e-05,0.00017005,0.010944,318,5,1.3153
SEC61A1,6,0.97502,0.97493,1,19362,0,1.3153,2.9464e-06,1.8625e-05,0.001925,198,5,1.3153
hsa-mir-663a,4,0.987,0.9869,1,19700,0,1.3138,0.0030433,0.012364,0.269058,940,3,1.3138
EEF1A1,6,0.81589,0.87516,1,17157,1,1.3108,6.1106e-06,4.0395e-05,0.003724,221,5,1.3108
ACTB,6,0.98243,0.98229,1,19558,0,1.3084,9.8562e-06,5.4425e-05,0.004473,249,5,1.3084
SNRPC,4,0.84242,0.88575,1,17368,1,1.3078,0.0015837,0.0068118,0.17536,795,3,1.3078
hsa-mir-625,4,0.99044,0.99039,1,19798,0,1.3026,1.7647e-05,9.8932e-05,0.007206,281,3,1.3026
PRPF19,6,0.99994,0.99994,1,20334,0,1.302,6.1047e-07,3.1446e-06,0.00046,138,6,1.302
EIF4A3,6,0.5995,0.74903,1,14678,2,1.3002,0.0012011,0.0052952,0.144881,748,4,1.3002
RPS5,6,0.98842,0.98835,1,19735,0,1.3,5.4407e-05,0.00028712,0.016278,360,5,1.3
SARS,6,0.96125,0.96118,1,19014,0,1.2904,1.0172e-05,5.7811e-05,0.004714,251,5,1.2904
HELZ,6,1,1,1,20403,0,1.285,1.2062e-08,7.2567e-07,0.000181,64,6,1.285
SMNDC1,6,0.98503,0.98489,1,19637,0,1.2813,4.1846e-05,0.00022665,0.013563,342,4,1.2813
E2F8,6,0.72962,0.8312,1,16272,1,1.2779,6.956e-08,1.2094e-06,0.000269,91,5,1.2779
DDX21,6,0.90144,0.91488,1,18008,1,1.2766,4.4978e-05,0.00024189,0.014308,346,5,1.2766
RPS19,6,0.97264,0.97257,1,19296,0,1.2687,5.869e-07,3.1446e-06,0.00046,137,5,1.2687
WDR7,6,0.27497,0.48341,1,9766,2,1.2667,1.9935e-06,9.4337e-06,0.001032,184,4,1.2667
NPAT,6,1,1,1,20438,0,1.2667,1.2217e-08,7.2567e-07,0.000181,65,6,1.2667
hsa-mir-1268a,4,0.94912,0.9493,1,18745,0,1.2663,0.0011341,0.0050185,0.139359,737,3,1.2663
LAMTOR1,6,0.43169,0.64016,1,12646,1,1.2659,1.9341e-06,8.9499e-06,0.001001,183,5,1.2659
HNRNPU,6,0.99996,0.99996,1,20347,0,1.2656,4.0209e-05,0.00021794,0.013158,338,6,1.2656
SAP18,6,0.68058,0.79888,1,15631,1,1.2614,4.5656e-06,2.9269e-05,0.002839,211,4,1.2614
AP2S1,6,1,1,1,20383,0,1.2611,3.1265e-06,2.0077e-05,0.002054,200,6,1.2611
RPS18,6,0.75774,0.85073,1,16635,1,1.2593,3.6102e-05,0.00019617,0.012166,330,5,1.2593
YARS,6,0.83987,0.88469,1,17351,1,1.2577,0.00016539,0.00083718,0.036689,467,4,1.2577
PI4KB,6,0.7765,0.86148,1,16860,1,1.253,1.5229e-06,6.531e-06,0.000764,175,4,1.253
GINS3,6,0.99609,0.99614,1,20017,0,1.2508,0.00041899,0.002094,0.072515,591,5,1.2508
KCTD5,6,0.99999,0.99999,1,20371,0,1.2501,6.5187e-06,4.1847e-05,0.0038,224,6,1.2501
SNRPG,6,0.98104,0.98092,1,19520,0,1.25,2.4321e-05,0.00013739,0.009342,301,5,1.25
TCEB1,6,0.94089,0.94208,1,18572,1,1.2491,9.584e-08,1.6932e-06,0.000343,97,5,1.2491
TBC1D3F,2,0.99925,0.99928,1,20197,0,1.2482,0.0007473,0.0035207,0.106432,677,2,1.2482
ECD,6,0.99976,0.99977,1,20273,0,1.2473,1.771e-06,8.4661e-06,0.000963,179,6,1.2473
PDAP1,6,1,1,1,20410,0,1.2463,2.4391e-07,2.177e-06,0.000378,116,6,1.2463
EIF2B3,6,1,1,1,20413,0,1.2428,2.5766e-07,2.177e-06,0.000378,118,6,1.2428
ZC3H7A,6,0.85196,0.88986,1,17456,1,1.2417,7.8262e-07,3.6283e-06,0.000495,143,4,1.2417
RBBP5,6,0.93455,0.93703,1,18465,1,1.2401,9.6309e-06,5.3941e-05,0.004451,247,4,1.2401
C9orf78,6,0.99217,0.99213,1,19857,0,1.24,1.4699e-06,6.531e-06,0.000764,172,5,1.24
GFER,6,0.085073,0.21814,0.959477,4646,1,1.2381,5.7395e-05,0.0002997,0.016759,366,5,1.2381
BRF1,6,0.99905,0.9991,1,20179,0,1.2379,0.00010194,0.00051159,0.025461,411,5,1.2379
LAMTOR2,6,0.99952,0.99954,1,20227,0,1.2365,6.6233e-08,1.2094e-06,0.000269,90,6,1.2365
DNMT1,6,0.99028,0.99024,1,19794,0,1.2329,6.6133e-06,4.2331e-05,0.0038,226,5,1.2329
ACTR3,6,0.84435,0.88655,1,17385,1,1.2327,2.6077e-06,1.4755e-05,0.001589,190,5,1.2327
ARGLU1,6,0.80118,0.86986,1,17048,1,1.2321,1.3183e-05,7.813e-05,0.006026,264,4,1.2321
TIMM22,6,0.16719,0.36137,0.988064,7474,1,1.2284,1.3316e-05,8.0065e-05,0.006114,268,5,1.2284
CTU1,6,0.99949,0.99952,1,20223,0,1.2267,2.0005e-06,9.4337e-06,0.001032,186,6,1.2267
SRPR,6,1,1,1,20394,0,1.2168,1.3335e-06,5.5634e-06,0.000678,168,6,1.2168
hsa-mir-1273c,4,0.97654,0.97641,1,19406,0,1.2162,0.0021951,0.0091727,0.217072,864,3,1.2162
PHLPP1,6,1,1,1,20388,0,1.2094,8.0541e-07,3.6283e-06,0.000495,146,6,1.2094
CYB561A3,6,0.98554,0.98539,1,19657,0,1.2094,2.1866e-08,7.2567e-07,0.000181,71,5,1.2094
WDR43,6,1,1,1,20418,0,1.2074,1.4449e-07,2.177e-06,0.000378,108,6,1.2074
hsa-mir-4430,4,0.94114,0.94228,1,18583,0,1.2069,5.6099e-05,0.00029341,0.016497,364,3,1.2069
PPP4C,6,1,1,1,20407,0,1.2069,5.3275e-07,3.1446e-06,0.00046,132,6,1.2069
RPTOR,6,0.90435,0.91658,1,18046,1,1.2037,9.725e-06,5.3941e-05,0.004451,248,5,1.2037
PRPF8,6,0.9481,0.94837,1,18725,1,1.2026,9.7286e-05,0.00048692,0.024365,409,5,1.2026
SMU1,6,0.9878,0.98771,1,19718,0,1.2006,1.8063e-06,8.4661e-06,0.000963,180,5,1.2006
HEATR1,6,0.99992,0.99992,1,20325,0,1.1996,1.3207e-05,7.8614e-05,0.006026,266,6,1.1996
PELO,6,0.99974,0.99975,1,20262,0,1.199,0.00012082,0.00061851,0.029257,432,6,1.199
UMPS,6,0.97477,0.97471,1,19353,0,1.1961,2.8157e-06,1.6207e-05,0.001719,193,5,1.1961
CKS1B,6,0.99997,0.99997,1,20355,0,1.1935,5.0838e-06,3.5074e-05,0.003308,217,6,1.1935
PRPF39,6,1,1,1,20429,0,1.1926,4.1169e-08,9.6755e-07,0.000233,83,6,1.1926
