id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,neg|lfc,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
MFN2,6,1,1,1,20446,0,0.98186,4.2496e-08,7.2567e-07,0.00033,40,6,0.98186
SPATA5,6,1,1,1,20445,0,0.84657,4.6418e-08,7.2567e-07,0.00033,41,6,0.84657
ISG20L2,6,0.97318,0.9732,1,19446,0,1.1047,4.688e-08,7.2567e-07,0.00033,42,5,1.1047
GRPEL1,6,1,1,1,20410,0,0.88406,4.7552e-08,7.2567e-07,0.00033,43,6,0.88406
ATP2A2,6,0.99999,1,1,20408,0,1.123,4.9252e-08,7.2567e-07,0.00033,44,6,1.123
LIPT1,6,1,1,1,20443,0,1.0975,5.0082e-08,7.2567e-07,0.00033,45,6,1.0975
RPL28,6,1,1,1,20442,0,1.0125,5.9743e-08,1.2094e-06,0.000467,46,6,1.0125
EXOSC4,6,0.99993,0.99993,1,20368,0,1.0255,6.6173e-08,1.2094e-06,0.000467,47,6,1.0255
MYC,6,0.99666,0.99663,1,20121,0,1.2869,7.3673e-08,1.2094e-06,0.000467,48,5,1.2869
DCAF13,6,1,1,1,20439,0,0.60254,9.643e-08,1.2094e-06,0.000467,49,6,0.60254
C21orf59,6,1,1,1,20419,0,1.1991,1.0192e-07,1.2094e-06,0.000467,50,6,1.1991
RRP9,6,1,1,1,20438,0,1.0871,1.0692e-07,1.2094e-06,0.000467,51,6,1.0871
NMNAT1,6,0.99957,0.99955,1,20296,0,1.3261,1.0738e-07,1.2094e-06,0.000467,52,6,1.3261
MTOR,6,1,1,1,20437,0,0.88784,1.1198e-07,1.2094e-06,0.000467,53,6,0.88784
CPSF6,6,0.99998,0.99998,1,20387,0,0.9175,1.1272e-07,1.4513e-06,0.00051,54,6,0.9175
ERCC2,6,0.78887,0.79376,1,15706,1,0.93858,1.1472e-07,1.6932e-06,0.00051,55,4,0.93858
EIF1AD,6,0.98238,0.98238,1,19686,0,0.90991,1.163e-07,1.6932e-06,0.00051,56,5,0.90991
RPL38,6,1,1,1,20436,0,1.1184,1.187e-07,1.6932e-06,0.00051,57,6,1.1184
SHQ1,6,1,1,1,20435,0,0.68946,1.1879e-07,1.6932e-06,0.00051,58,6,0.68946
DLD,6,0.98791,0.9879,1,19832,0,1.2499,1.3614e-07,1.6932e-06,0.00051,59,5,1.2499
TP53,6,0.46191,0.59126,1,11801,1,0.66069,1.4373e-07,1.6932e-06,0.00051,60,5,0.66069
USP36,6,1,1,1,20433,0,0.61031,1.5345e-07,1.6932e-06,0.00051,61,6,0.61031
GABPB1,6,0.77302,0.7812,1,15439,1,0.97078,1.6015e-07,1.6932e-06,0.00051,62,5,0.97078
RABGGTB,6,0.61918,0.68359,1,13558,1,1.3376,1.7031e-07,1.6932e-06,0.00051,63,5,1.3376
SMARCB1,6,1,1,1,20431,0,1.0039,1.7831e-07,1.6932e-06,0.00051,64,6,1.0039
DHX33,6,0.99999,0.99999,1,20403,0,1.0492,1.933e-07,1.6932e-06,0.00051,65,6,1.0492
IMP3,6,0.41033,0.54426,1,10892,1,1.0035,1.9955e-07,1.6932e-06,0.00051,66,4,1.0035
EIF2B3,6,1,1,1,20429,0,1.2315,2.4178e-07,1.6932e-06,0.00051,67,6,1.2315
TRAPPC11,6,0.98219,0.98217,1,19679,0,1.1961,2.4911e-07,1.6932e-06,0.00051,68,5,1.1961
AHCY,6,1,1,1,20414,0,1.0593,2.6416e-07,2.177e-06,0.000564,69,6,1.0593
BRF1,6,1,1,1,20421,0,1.2143,2.6549e-07,2.177e-06,0.000564,70,6,1.2143
NUS1,6,0.99337,0.99328,1,19997,0,0.97053,3.1245e-07,2.177e-06,0.000564,71,5,0.97053
MTHFD1,6,0.99937,0.99935,1,20271,0,0.98027,3.3069e-07,2.177e-06,0.000564,72,6,0.98027
WDR18,6,1,1,1,20428,0,0.92059,3.4643e-07,2.177e-06,0.000564,73,6,0.92059
AARS,6,0.11591,0.23637,0.995537,4853,1,1.1413,3.5053e-07,2.177e-06,0.000564,74,5,1.1413
DDX55,6,0.99822,0.9982,1,20193,0,0.68521,3.5645e-07,2.177e-06,0.000564,75,5,0.68521
HYOU1,6,0.98146,0.98146,1,19658,0,1.1057,3.7221e-07,2.177e-06,0.000564,76,5,1.1057
EMG1,6,0.99206,0.99198,1,19950,0,1.0596,3.8378e-07,2.177e-06,0.000564,77,5,1.0596
NARS,6,0.99255,0.99248,1,19972,0,1.1447,3.8756e-07,2.177e-06,0.000564,78,5,1.1447
EP400,6,0.99982,0.99983,1,20338,0,0.92868,3.8965e-07,2.177e-06,0.000564,79,6,0.92868
PABPC1,6,1,1,1,20426,0,0.89252,4.1989e-07,2.6608e-06,0.000681,80,6,0.89252
ELP3,6,0.99888,0.99888,1,20232,0,0.76307,4.707e-07,3.1446e-06,0.000795,81,5,0.76307
RBBP4,6,0.93284,0.93297,1,18501,0,0.9675,5.3461e-07,4.1121e-06,0.001002,82,5,0.9675
CTU1,6,0.95417,0.95421,1,18982,0,0.85721,5.3593e-07,4.1121e-06,0.001002,83,5,0.85721
PHB,6,0.58336,0.66516,1,13220,1,0.92714,5.6711e-07,4.1121e-06,0.001002,84,5,0.92714
CRLS1,6,0.99622,0.99619,1,20100,0,1.0243,5.9514e-07,4.5959e-06,0.001107,85,5,1.0243
EXOSC2,6,0.9943,0.99424,1,20039,0,0.68713,6.435e-07,5.0797e-06,0.001155,86,5,0.68713
IMP4,6,0.99986,0.99986,1,20349,0,0.8899,6.4553e-07,5.0797e-06,0.001155,87,6,0.8899
NIP7,6,0.9993,0.99929,1,20266,0,0.9773,6.5437e-07,5.0797e-06,0.001155,88,6,0.9773
AK6,6,1,1,1,20425,0,0.86192,6.6984e-07,5.0797e-06,0.001155,89,6,0.86192
TBL3,6,0.99231,0.99223,1,19959,0,0.84584,6.9787e-07,5.0797e-06,0.001155,90,5,0.84584
NOB1,6,1,1,1,20424,0,0.92136,7.2987e-07,5.5634e-06,0.001224,91,6,0.92136
ROMO1,6,0.97811,0.97812,1,19581,0,1.1184,7.9163e-07,5.5634e-06,0.001224,92,5,1.1184
CTCF,6,1,1,1,20411,0,0.90959,8.1253e-07,5.5634e-06,0.001224,93,6,0.90959
NOM1,6,0.99991,0.9999,1,20362,0,0.78223,8.4405e-07,6.0472e-06,0.001276,94,6,0.78223
CIRH1A,6,0.99958,0.99956,1,20297,0,0.809,8.63e-07,6.0472e-06,0.001276,95,6,0.809
RRS1,6,1,1,1,20423,0,0.91316,8.6345e-07,6.0472e-06,0.001276,96,6,0.91316
EIF5,6,0.99942,0.99941,1,20277,0,0.77335,9.1121e-07,6.0472e-06,0.001276,97,6,0.77335
ERCC3,6,0.99966,0.99966,1,20310,0,0.78916,9.5035e-07,6.2891e-06,0.001313,98,6,0.78916
DHODH,6,0.61443,0.68102,1,13512,1,1.2885,1.0158e-06,7.0148e-06,0.001421,99,5,1.2885
TSR1,6,0.99986,0.99986,1,20348,0,0.84705,1.0731e-06,7.0148e-06,0.001421,100,6,0.84705
CINP,6,0.99966,0.99965,1,20309,0,0.58003,1.0967e-06,7.0148e-06,0.001421,101,6,0.58003
CPSF1,6,0.83993,0.83966,1,16624,1,1.0087,1.1337e-06,7.4986e-06,0.001448,102,5,1.0087
EIF3A,6,0.99785,0.99783,1,20179,0,0.992,1.1386e-06,7.4986e-06,0.001448,103,5,0.992
TAF1B,6,0.99999,0.99999,1,20407,0,1.0078,1.2023e-06,7.4986e-06,0.001448,104,6,1.0078
POLR3A,6,0.99913,0.99912,1,20253,0,0.99532,1.2071e-06,7.4986e-06,0.001448,105,5,0.99532
PES1,6,0.93339,0.93353,1,18515,0,0.75516,1.2149e-06,7.4986e-06,0.001448,106,5,0.75516
EBF1,6,0.76424,0.77453,1,15316,1,0.76097,1.2325e-06,7.9823e-06,0.001513,107,4,0.76097
SRP19,6,0.99997,0.99997,1,20384,0,0.69442,1.2627e-06,7.9823e-06,0.001513,108,6,0.69442
RICTOR,6,0.95881,0.95892,1,19083,0,0.79576,1.3358e-06,8.4661e-06,0.00159,109,5,0.79576
LAGE3,6,1,1,1,20420,0,0.44643,1.5624e-06,9.4337e-06,0.001739,110,6,0.44643
UXT,6,0.99588,0.99583,1,20089,0,0.79988,1.6023e-06,9.4337e-06,0.001739,111,5,0.79988
RPS8,6,0.86952,0.86932,1,17217,0,1.3126,1.615e-06,9.9174e-06,0.001765,112,5,1.3126
QARS,6,0.21092,0.3661,1,7481,1,0.7906,1.6174e-06,9.9174e-06,0.001765,113,4,0.7906
EIF3M,6,0.99997,0.99997,1,20386,0,0.79161,1.622e-06,9.9174e-06,0.001765,114,6,0.79161
FLCN,6,0.97917,0.97918,1,19609,0,0.7563,1.6234e-06,9.9174e-06,0.001765,115,5,0.7563
MED12,6,0.99896,0.99896,1,20236,0,0.74244,1.6631e-06,1.0401e-05,0.001819,116,5,0.74244
FBXO42,6,0.99998,0.99998,1,20388,0,0.67891,1.6734e-06,1.0401e-05,0.001819,117,6,0.67891
DPAGT1,6,0.93832,0.93854,1,18618,0,0.63495,1.6865e-06,1.0643e-05,0.001846,118,5,0.63495
EIF1AX,6,0.9999,0.9999,1,20361,0,1.3102,1.7968e-06,1.1369e-05,0.001939,119,6,1.3102
EIF5AL1,6,0.59224,0.66959,1,13299,1,0.93739,1.8426e-06,1.1369e-05,0.001939,120,5,0.93739
CMIP,6,1,1,1,20418,0,0.92908,1.9133e-06,1.1853e-05,0.001972,121,6,0.92908
MRPL53,6,1,1,1,20417,0,0.76762,1.9204e-06,1.1853e-05,0.001972,122,6,0.76762
POLR1B,6,0.19755,0.35398,0.999412,7241,2,0.86544,1.9307e-06,1.1853e-05,0.001972,123,4,0.86544
KAT5,6,0.99987,0.99987,1,20354,0,0.79287,1.9514e-06,1.2336e-05,0.00202,124,6,0.79287
KARS,6,0.86054,0.8603,1,17045,0,0.86581,1.9584e-06,1.2336e-05,0.00202,125,4,0.86581
TTF1,6,0.95138,0.9515,1,18916,0,0.70185,2.0254e-06,1.282e-05,0.002047,126,4,0.70185
PRELID1,6,0.99994,0.99994,1,20370,0,0.91277,2.1162e-06,1.282e-05,0.002047,127,6,0.91277
LAMTOR3,6,0.99986,0.99986,1,20350,0,0.67375,2.1199e-06,1.282e-05,0.002047,128,6,0.67375
PFKFB3,6,1,1,1,20416,0,0.45776,2.1886e-06,1.3304e-05,0.002047,129,6,0.45776
GGPS1,6,0.94274,0.9429,1,18712,0,0.66473,2.2002e-06,1.3304e-05,0.002047,130,5,0.66473
RPL5,6,0.36404,0.50289,1,10089,1,0.83563,2.2392e-06,1.3304e-05,0.002047,131,4,0.83563
TSR2,6,0.99341,0.99333,1,19999,0,0.97098,2.262e-06,1.3304e-05,0.002047,132,5,0.97098
WDR33,6,1,1,1,20415,0,0.61877,2.3204e-06,1.3304e-05,0.002047,133,6,0.61877
WBSCR22,6,0.18229,0.33472,0.999412,6829,1,0.73423,2.735e-06,1.5239e-05,0.00231,134,4,0.73423
ZFR,6,0.9991,0.99908,1,20251,0,0.69757,2.744e-06,1.5239e-05,0.00231,135,5,0.69757
CAD,6,0.96351,0.96366,1,19204,0,0.88353,2.8602e-06,1.6207e-05,0.002439,136,5,0.88353
RPL39,5,0.06789,0.16126,0.971454,3397,1,1.4736,2.9671e-06,1.669e-05,0.002457,137,4,1.4736
LIAS,6,0.99995,0.99995,1,20374,0,1.0751,3.0035e-06,1.669e-05,0.002457,138,6,1.0751
DARS,6,1,1,1,20413,0,0.85242,3.0112e-06,1.669e-05,0.002457,139,6,0.85242
EXOSC8,6,0.99998,0.99999,1,20398,0,0.85268,3.1005e-06,1.7174e-05,0.002511,140,6,0.85268
RPL35,6,0.12346,0.24767,0.995537,5084,1,0.64656,3.2007e-06,1.7658e-05,0.002563,141,5,0.64656
TIMM23,6,1,1,1,20412,0,0.67731,3.2704e-06,1.8142e-05,0.002615,142,6,0.67731
NAA15,6,0.99685,0.99683,1,20131,0,0.65372,3.458e-06,1.8625e-05,0.002666,143,5,0.65372
LTV1,6,0.9997,0.9997,1,20318,0,0.60731,3.6259e-06,1.9109e-05,0.002716,144,6,0.60731
ORAOV1,6,0.99977,0.99976,1,20327,0,0.5907,4.37e-06,2.2496e-05,0.003132,145,6,0.5907
TIMM13,6,0.99771,0.99768,1,20172,0,1.2756,4.385e-06,2.2496e-05,0.003132,146,5,1.2756
SPATA5L1,6,0.9999,0.99989,1,20358,0,0.78454,4.4196e-06,2.2496e-05,0.003132,147,6,0.78454
WDR24,6,0.99235,0.99226,1,19961,0,0.96049,4.4758e-06,2.2979e-05,0.003178,148,4,0.96049
EIF2B5,6,0.99889,0.99889,1,20233,0,0.95914,4.7386e-06,2.4431e-05,0.003356,149,5,0.95914
HCFC1,6,0.9913,0.99125,1,19923,0,1.1364,4.8059e-06,2.5398e-05,0.003465,150,4,1.1364
MLST8,6,0.99947,0.99945,1,20282,0,0.88897,4.8605e-06,2.5882e-05,0.003508,151,6,0.88897
ACTB,6,0.99949,0.99947,1,20288,0,0.69438,4.9404e-06,2.685e-05,0.003615,152,6,0.69438
EIF4E,6,0.81453,0.81561,1,16153,1,1.0276,5.2707e-06,2.8301e-05,0.003737,153,4,1.0276
RPN2,6,0.99729,0.99727,1,20148,0,0.5591,5.3282e-06,2.8301e-05,0.003737,154,5,0.5591
C3orf17,6,0.98859,0.98857,1,19850,0,0.99316,5.3554e-06,2.8301e-05,0.003737,155,5,0.99316
LARS2,6,0.99998,0.99998,1,20395,0,0.85631,5.5347e-06,2.951e-05,0.003872,156,6,0.85631
HSPD1,6,0.94284,0.943,1,18716,0,0.77195,5.6368e-06,3.0236e-05,0.003941,157,4,0.77195
GTF2H4,6,0.49048,0.61804,1,12328,1,0.70513,5.7215e-06,3.1204e-05,0.004042,158,5,0.70513
NLE1,6,0.33775,0.47967,1,9654,1,0.79682,5.7838e-06,3.1687e-05,0.004079,159,5,0.79682
UBTF,6,0.9963,0.99627,1,20103,0,0.65542,5.9097e-06,3.2655e-05,0.004177,160,5,0.65542
EXOSC7,6,0.97094,0.97099,1,19384,0,0.68274,5.9176e-06,3.3139e-05,0.004187,161,5,0.68274
WDR3,6,0.99998,0.99998,1,20391,0,0.63974,5.9748e-06,3.3139e-05,0.004187,162,6,0.63974
TELO2,6,0.99992,0.99992,1,20366,0,0.52195,6.4634e-06,3.4106e-05,0.004256,163,6,0.52195
EXOSC5,6,0.99874,0.99874,1,20223,0,0.64477,6.5275e-06,3.4106e-05,0.004256,164,4,0.64477
GTF2A2,6,0.81811,0.81888,1,16209,1,0.81275,6.6069e-06,3.459e-05,0.00429,165,5,0.81275
WDR25,6,0.79125,0.79567,1,15756,1,0.91509,6.7789e-06,3.7009e-05,0.004563,166,4,0.91509
WDR43,6,0.99882,0.99882,1,20227,0,0.74556,6.8582e-06,3.7493e-05,0.004595,167,5,0.74556
RPP14,6,0.8069,0.80886,1,16021,1,0.69156,7.2605e-06,3.9428e-05,0.004775,168,4,0.69156
CCNH,6,0.40729,0.54155,1,10843,2,0.77239,7.3647e-06,3.9428e-05,0.004775,169,4,0.77239
SLC25A26,6,0.98543,0.98541,1,19762,0,0.71743,7.6175e-06,4.1363e-05,0.00498,170,5,0.71743
SEPHS2,6,0.95039,0.95052,1,18896,0,0.24259,7.8773e-06,4.2331e-05,0.005066,171,3,0.24259
IPO11,6,0.90711,0.90701,1,17982,0,0.98793,8.2157e-06,4.3782e-05,0.00521,172,5,0.98793
AASDHPPT,6,0.99156,0.99149,1,19939,0,0.65146,8.4307e-06,4.4266e-05,0.005237,173,5,0.65146
DUT,6,0.99975,0.99975,1,20325,0,0.89451,8.7452e-06,4.6685e-05,0.005491,174,6,0.89451
PSMG4,6,0.98967,0.98964,1,19875,0,0.91453,9.109e-06,4.862e-05,0.005622,175,5,0.91453
RPS18,6,0.99999,0.99999,1,20404,0,1.0322,9.1378e-06,4.862e-05,0.005622,176,6,1.0322
DCTD,6,0.99374,0.99368,1,20014,0,0.62103,9.1694e-06,4.862e-05,0.005622,177,4,0.62103
MED19,6,0.99999,0.99999,1,20400,0,0.65583,9.5351e-06,5.0071e-05,0.005757,178,6,0.65583
BMS1,6,0.96668,0.96682,1,19276,0,0.81162,9.6622e-06,5.1039e-05,0.005835,179,5,0.81162
TAF10,6,0.99998,0.99998,1,20394,0,0.66444,9.6832e-06,5.1522e-05,0.005848,180,6,0.66444
RPL29,6,0.96989,0.96993,1,19354,0,0.8279,9.7642e-06,5.2006e-05,0.005848,181,5,0.8279
TMA16,6,0.99881,0.99881,1,20226,0,0.82087,9.7983e-06,5.2006e-05,0.005848,182,5,0.82087
DDX10,6,0.77475,0.78254,1,15469,1,0.80372,1.0075e-05,5.249e-05,0.00587,183,4,0.80372
DDX6,6,0.99892,0.99892,1,20234,0,0.53824,1.0195e-05,5.4425e-05,0.006054,184,5,0.53824
WDR55,6,0.11693,0.23793,0.995537,4887,1,0.84697,1.0237e-05,5.4909e-05,0.006074,185,4,0.84697
DHX15,6,0.89476,0.8946,1,17729,0,0.72359,1.0657e-05,5.636e-05,0.006201,186,5,0.72359
UBL5,6,0.99924,0.99923,1,20260,0,1.0298,1.0744e-05,5.6844e-05,0.006221,187,5,1.0298
RPL37A,6,0.99989,0.99989,1,20357,0,0.76177,1.1019e-05,5.7811e-05,0.006253,188,6,0.76177
RABGGTA,6,0.99996,0.99996,1,20378,0,0.71731,1.1044e-05,5.7811e-05,0.006253,189,6,0.71731
TRAPPC3,6,0.99999,0.99999,1,20402,0,0.51615,1.1092e-05,5.8053e-05,0.006253,190,6,0.51615
OGDH,6,0.99999,0.99999,1,20401,0,0.52115,1.1157e-05,5.8779e-05,0.006298,191,6,0.52115
NOP58,6,0.60102,0.67406,1,13379,1,0.84749,1.1623e-05,6.3617e-05,0.006781,192,5,0.84749
TIMM44,6,0.99939,0.99937,1,20273,0,0.73687,1.2025e-05,6.6519e-05,0.007054,193,6,0.73687
RPP40,6,0.82502,0.82523,1,16326,1,0.73509,1.2445e-05,6.8938e-05,0.007198,194,5,0.73509
RPTOR,6,0.61547,0.68162,1,13527,1,0.70965,1.2502e-05,6.8938e-05,0.007198,195,5,0.70965
ISCA2,6,0.99898,0.99898,1,20240,0,0.77328,1.2544e-05,6.8938e-05,0.007198,196,5,0.77328
NOL6,6,0.82084,0.82136,1,16261,1,1.0461,1.2695e-05,7.039e-05,0.007313,197,4,1.0461
RSL24D1,6,0.94625,0.94642,1,18803,0,0.82225,1.3286e-05,7.5227e-05,0.007776,198,5,0.82225
RPS14,6,0.99412,0.99406,1,20029,0,0.81104,1.344e-05,7.5711e-05,0.007786,199,5,0.81104
SARS,6,0.90187,0.90176,1,17876,0,0.81621,1.4038e-05,7.813e-05,0.007995,200,5,0.81621
CDK6,6,0.99358,0.99352,1,20005,0,0.64763,1.4203e-05,7.8614e-05,0.008005,201,4,0.64763
RPS7,6,0.99999,0.99999,1,20399,0,0.874,1.4637e-05,8.0065e-05,0.008072,202,6,0.874
NSMCE1,6,0.97326,0.97327,1,19448,0,0.64273,1.4742e-05,8.0065e-05,0.008072,203,5,0.64273
SS18L2,6,0.99985,0.99985,1,20343,0,0.7508,1.5026e-05,8.1517e-05,0.008178,204,6,0.7508
VARS,6,0.9965,0.99647,1,20114,0,0.64522,1.5263e-05,8.2968e-05,0.008243,205,5,0.64522
CDC123,6,0.97362,0.97364,1,19455,0,0.74967,1.5266e-05,8.2968e-05,0.008243,206,5,0.74967
WDR59,6,0.91161,0.91159,1,18065,0,0.49494,1.5372e-05,8.3935e-05,0.008299,207,4,0.49494
RPL9,6,0.52275,0.63676,1,12675,1,1.2083,1.5459e-05,8.4661e-05,0.00833,208,4,1.2083
FNTB,6,0.99361,0.99354,1,20006,0,0.66391,1.6867e-05,9.216e-05,0.009025,209,4,0.66391
KDM5C,6,0.99986,0.99986,1,20347,0,0.54568,1.7033e-05,9.3127e-05,0.009037,210,6,0.54568
CCND3,6,0.016852,0.052652,0.920674,1162,1,0.7381,1.7318e-05,9.3611e-05,0.009037,211,5,0.7381
DOT1L,6,0.99992,0.99991,1,20365,0,0.53356,1.7383e-05,9.3611e-05,0.009037,212,6,0.53356
RPP21,6,0.79819,0.80137,1,15884,1,0.94632,1.7556e-05,9.5062e-05,0.009134,213,4,0.94632
RPS16,6,0.96511,0.96527,1,19241,0,1.0871,1.7931e-05,9.7481e-05,0.009323,214,4,1.0871
UQCRC1,6,0.99998,0.99998,1,20397,0,0.7725,1.8996e-05,0.00010425,0.009878,215,6,0.7725
BAZ1B,6,0.9998,0.9998,1,20331,0,0.50137,1.908e-05,0.00010425,0.009878,216,6,0.50137
FURIN,6,0.99998,0.99998,1,20396,0,0.47313,1.9243e-05,0.00010667,0.009968,217,6,0.47313
SYVN1,6,0.84037,0.84007,1,16637,1,0.77678,1.9289e-05,0.00010764,0.009968,218,4,0.77678
RPL18A,6,0.99978,0.99978,1,20329,0,1.2734,1.9384e-05,0.00010764,0.009968,219,6,1.2734
TRIAP1,6,0.35759,0.49713,1,9972,1,0.64079,1.9583e-05,0.00010812,0.009968,220,3,0.64079
IARS,6,0.99924,0.99923,1,20259,0,0.73854,1.9633e-05,0.00010812,0.009968,221,5,0.73854
SNRNP25,6,0.67432,0.71434,1,14196,1,0.74498,1.9824e-05,0.00010812,0.009968,222,5,0.74498
CBFA2T3,6,0.99998,0.99998,1,20393,0,0.43725,1.9994e-05,0.00010861,0.009968,223,6,0.43725
EIF5A,6,0.52685,0.63859,1,12711,1,0.33185,2.0531e-05,0.00011248,0.010277,224,4,0.33185
EIF5B,6,0.91614,0.91618,1,18156,0,0.73629,2.0663e-05,0.00011345,0.010319,225,5,0.73629
UBA52,6,0.99982,0.99982,1,20337,0,0.65382,2.0926e-05,0.0001149,0.010359,226,6,0.65382
TAF12,6,0.99998,0.99998,1,20390,0,0.34647,2.0983e-05,0.0001149,0.010359,227,6,0.34647
C1orf131,6,0.97364,0.97367,1,19456,0,0.6013,2.2137e-05,0.00012167,0.010921,228,5,0.6013
HNRNPM,6,0.99527,0.99521,1,20069,0,0.65531,2.2574e-05,0.00012457,0.011133,229,5,0.65531
PGP,6,0.99849,0.9985,1,20208,0,0.62513,2.2967e-05,0.00012651,0.011208,230,5,0.62513
NMD3,6,0.091796,0.19899,0.983168,4133,1,0.63717,2.3011e-05,0.00012651,0.011208,231,4,0.63717
ALG11,6,0.9999,0.9999,1,20360,0,0.51348,2.324e-05,0.00012748,0.01124,232,6,0.51348
GFPT1,6,0.91647,0.91652,1,18164,0,0.73171,2.3245e-05,0.00012796,0.01124,233,5,0.73171
MNAT1,6,0.93533,0.93546,1,18557,0,0.70685,2.3472e-05,0.00013038,0.011403,234,4,0.70685
CTPS1,6,0.99675,0.99672,1,20127,0,0.84083,2.3806e-05,0.00013328,0.0116,235,5,0.84083
SLC25A22,6,0.19913,0.35541,0.999412,7263,2,0.56682,2.3985e-05,0.00013376,0.0116,236,4,0.56682
PHAX,6,0.99998,0.99998,1,20389,0,0.66947,2.4336e-05,0.00013473,0.011635,237,6,0.66947
GEMIN7,6,0.99674,0.99672,1,20124,0,0.50898,2.4897e-05,0.00013715,0.011794,238,5,0.50898
STAG3,6,0.97814,0.97816,1,19583,0,0.17873,2.5753e-05,0.00014441,0.012356,239,4,0.17873
