id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,neg|lfc,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
HNRNPM,6,0.99999,1,1,20426,0,0.77772,7.2257e-09,2.4189e-07,0.00019,26,6,0.77772
FH,6,1,1,1,20459,0,0.54509,9.58e-09,4.8378e-07,0.000316,27,6,0.54509
REXO2,6,0.99863,0.99862,1,20239,0,0.61473,1.3418e-08,7.2567e-07,0.000316,28,5,0.61473
PRPF38B,6,0.99947,0.99947,1,20304,0,0.62772,1.7649e-08,7.2567e-07,0.000316,29,6,0.62772
TIMM17A,6,1,1,1,20458,0,0.55594,1.7873e-08,7.2567e-07,0.000316,30,6,0.55594
GGPS1,6,0.99994,0.99996,1,20389,0,0.67921,1.8074e-08,7.2567e-07,0.000316,31,6,0.67921
IARS,6,1,1,1,20449,0,0.96479,1.8342e-08,7.2567e-07,0.000316,32,6,0.96479
CDC123,6,1,1,1,20457,0,0.63771,1.8717e-08,7.2567e-07,0.000316,33,6,0.63771
FLCN,6,0.9787,0.97865,1,19665,0,0.76636,2.3263e-08,7.2567e-07,0.000316,34,5,0.76636
WDR59,6,0.77376,0.80211,1,15957,1,0.7678,2.7677e-08,7.2567e-07,0.000316,35,5,0.7678
TIMM13,6,0.8519,0.85596,1,17031,1,1.1809,2.8406e-08,7.2567e-07,0.000316,36,5,1.1809
C21orf59,6,1,1,1,20452,0,0.79816,3.0161e-08,7.2567e-07,0.000316,37,6,0.79816
DDX20,6,0.74303,0.78466,1,15600,1,0.73398,3.3081e-08,7.2567e-07,0.000316,38,5,0.73398
WDR24,6,0.94692,0.94697,1,18921,0,0.97758,3.7282e-08,7.2567e-07,0.000316,39,4,0.97758
ELP3,6,1,1,1,20454,0,0.77867,3.9546e-08,7.2567e-07,0.000316,40,6,0.77867
ELP6,6,0.98042,0.98039,1,19708,0,1.0283,4.1535e-08,7.2567e-07,0.000316,41,5,1.0283
FARSA,6,1,1,1,20453,0,1.0633,4.9197e-08,7.2567e-07,0.000316,42,6,1.0633
CRCP,6,1,1,1,20444,0,1.2303,4.9474e-08,7.2567e-07,0.000316,43,6,1.2303
GFPT1,6,0.9554,0.95535,1,19105,0,0.91724,5.4083e-08,7.2567e-07,0.000316,44,4,0.91724
TRAPPC11,6,0.99994,0.99995,1,20385,0,0.67867,6.6895e-08,7.2567e-07,0.000316,45,6,0.67867
CTU1,6,1,1,1,20451,0,0.65525,6.9669e-08,7.2567e-07,0.000316,46,6,0.65525
TRIAP1,6,0.15626,0.30622,0.992508,6295,1,0.84599,7.2919e-08,7.2567e-07,0.000316,47,5,0.84599
CDK2,6,1,1,1,20448,0,0.49718,1.1731e-07,1.2094e-06,0.00045,48,6,0.49718
MED12,6,0.99999,1,1,20420,0,0.52021,1.7491e-07,1.2094e-06,0.00045,49,6,0.52021
EBF1,6,1,1,1,20446,0,0.76712,1.766e-07,1.2094e-06,0.00045,50,6,0.76712
WDR77,6,0.96995,0.96995,1,19446,0,0.66774,1.7828e-07,1.2094e-06,0.00045,51,5,0.66774
PRPSAP1,6,0.8876,0.88739,1,17653,1,0.57547,1.9892e-07,1.2094e-06,0.00045,52,4,0.57547
CAD,6,0.986,0.98599,1,19844,0,1.1578,2.4673e-07,1.2094e-06,0.00045,53,5,1.1578
CTPS1,6,1,1,1,20445,0,0.83008,2.685e-07,1.2094e-06,0.00045,54,6,0.83008
TP53,6,0.41838,0.57238,1,11448,1,0.49394,2.6917e-07,1.2094e-06,0.00045,55,5,0.49394
EEF1G,6,0.99578,0.99576,1,20131,0,0.66587,2.9903e-07,1.6932e-06,0.000559,56,5,0.66587
HYOU1,6,0.99522,0.9952,1,20106,0,0.98508,3.0737e-07,1.6932e-06,0.000559,57,5,0.98508
LONP1,6,0.99977,0.99979,1,20347,0,1.1199,3.5246e-07,1.6932e-06,0.000559,58,6,1.1199
TIMM8A,6,1,1,1,20440,0,0.56163,3.6421e-07,1.6932e-06,0.000559,59,6,0.56163
MLST8,6,0.3552,0.52385,1,10490,1,0.80969,3.6568e-07,1.6932e-06,0.000559,60,5,0.80969
MRPL4,6,0.941,0.94102,1,18777,0,0.76453,4.0806e-07,1.6932e-06,0.000559,61,5,0.76453
ATP2A2,6,0.9009,0.90079,1,17908,0,0.88388,4.2913e-07,1.6932e-06,0.000559,62,5,0.88388
CARS,6,0.99914,0.99915,1,20275,0,0.75814,4.8001e-07,2.177e-06,0.000655,63,6,0.75814
TAZ,6,0.99999,1,1,20418,0,1.0549,5.1655e-07,2.177e-06,0.000655,64,6,1.0549
RNMT,6,0.9995,0.9995,1,20308,0,1.0838,5.5334e-07,2.177e-06,0.000655,65,6,1.0838
CUL2,6,0.99625,0.99622,1,20147,0,0.51015,5.5606e-07,2.177e-06,0.000655,66,5,0.51015
TIMM23,6,1,1,1,20432,0,0.58275,5.7201e-07,2.177e-06,0.000655,67,6,0.58275
EIF2B1,6,0.9876,0.98757,1,19873,0,0.56747,5.757e-07,2.177e-06,0.000655,68,5,0.56747
CPSF3,6,0.99847,0.99846,1,20232,0,0.66521,6.4077e-07,2.6608e-06,0.000767,69,5,0.66521
PCF11,6,1,1,1,20443,0,0.55071,6.5522e-07,2.6608e-06,0.000767,70,6,0.55071
GEMIN8,6,0.99998,0.99999,1,20406,0,0.58513,6.8577e-07,2.6608e-06,0.000767,71,6,0.58513
CSTF1,6,0.97585,0.9758,1,19603,0,0.55805,7.3912e-07,3.1446e-06,0.000882,72,5,0.55805
EIF2B4,6,1,1,1,20442,0,0.80195,7.7372e-07,3.1446e-06,0.000882,73,6,0.80195
SLC7A5,6,0.79938,0.8181,1,16263,1,0.51654,8.6776e-07,3.6283e-06,0.00099,74,5,0.51654
EIF1AX,6,0.99997,0.99998,1,20398,0,1.2194,8.6825e-07,3.6283e-06,0.00099,75,6,1.2194
YARS,6,0.99992,0.99994,1,20378,0,1.2287,9.1987e-07,4.1121e-06,0.001093,76,6,1.2287
ENO1,6,1,1,1,20441,0,0.61792,9.3703e-07,4.1121e-06,0.001093,77,6,0.61792
CTU2,6,0.99971,0.99972,1,20335,0,0.58387,9.9459e-07,4.5959e-06,0.001176,78,6,0.58387
GUK1,6,0.99098,0.99096,1,19978,0,0.91832,1.0308e-06,4.5959e-06,0.001176,79,4,0.91832
PMPCA,6,0.9999,0.99992,1,20373,0,0.70031,1.0371e-06,4.5959e-06,0.001176,80,6,0.70031
DYNLL1,6,1,1,1,20437,0,0.6207,1.0936e-06,5.0797e-06,0.001268,81,6,0.6207
UXT,6,0.99773,0.9977,1,20202,0,1.0211,1.1107e-06,5.0797e-06,0.001268,82,5,1.0211
RICTOR,6,0.56987,0.69455,1,13850,1,0.58554,1.1557e-06,5.5634e-06,0.001372,83,5,0.58554
TIMM44,6,0.99999,1,1,20424,0,0.63709,1.2094e-06,6.0472e-06,0.001473,84,6,0.63709
CPSF1,6,0.99364,0.99363,1,20064,0,0.83763,1.2715e-06,7.0148e-06,0.001689,85,5,0.83763
GPKOW,6,0.47269,0.61498,1,12280,1,0.54558,1.3371e-06,7.4986e-06,0.001744,86,5,0.54558
GFM1,6,0.99171,0.99168,1,20004,0,0.69886,1.427e-06,7.4986e-06,0.001744,87,5,0.69886
PSTK,6,1,1,1,20438,0,0.58262,1.4313e-06,7.4986e-06,0.001744,88,6,0.58262
FPGS,6,1,1,1,20427,0,0.89453,1.4611e-06,7.9823e-06,0.001776,89,6,0.89453
SNRPD1,6,0.99999,1,1,20416,0,0.99219,1.4754e-06,7.9823e-06,0.001776,90,6,0.99219
HTATSF1,6,0.99324,0.99326,1,20044,0,0.5891,1.5204e-06,7.9823e-06,0.001776,91,5,0.5891
TMEM41B,6,0.99971,0.99972,1,20338,0,0.84087,1.543e-06,7.9823e-06,0.001776,92,6,0.84087
GTF2A2,6,0.99128,0.99126,1,19989,0,0.64084,1.6765e-06,8.9499e-06,0.00197,93,4,0.64084
GTF2H3,6,1,1,1,20435,0,0.5104,1.8029e-06,9.9174e-06,0.002114,94,6,0.5104
RBBP4,6,1,1,1,20436,0,0.59009,1.8156e-06,9.9174e-06,0.002114,95,6,0.59009
PDRG1,6,0.99999,0.99999,1,20410,0,0.71631,1.8229e-06,9.9174e-06,0.002114,96,6,0.71631
ATP1B3,6,1,1,1,20434,0,0.6379,1.8852e-06,1.0401e-05,0.002129,97,6,0.6379
VHL,6,1,1,1,20433,0,0.72498,1.8913e-06,1.0401e-05,0.002129,98,6,0.72498
IKBKAP,6,1,1,1,20431,0,0.45537,2.0063e-06,1.0401e-05,0.002129,99,6,0.45537
NUDT21,6,0.99953,0.99953,1,20311,0,0.88716,2.1015e-06,1.0401e-05,0.002129,100,6,0.88716
GNL2,6,0.93703,0.93711,1,18691,0,0.68435,2.4654e-06,1.2336e-05,0.002475,101,5,0.68435
PPP6C,6,0.99916,0.99916,1,20276,0,0.62091,2.4766e-06,1.2336e-05,0.002475,102,6,0.62091
DHDDS,6,0.88719,0.887,1,17644,1,0.75748,2.5495e-06,1.282e-05,0.002547,103,5,0.75748
SF3A2,6,0.82884,0.83835,1,16677,1,0.86593,2.7574e-06,1.3304e-05,0.002593,104,4,0.86593
DPAGT1,6,0.92827,0.92833,1,18509,0,0.65948,2.7896e-06,1.3304e-05,0.002593,105,5,0.65948
IARS2,6,0.99988,0.99989,1,20368,0,1.0299,3.1169e-06,1.4755e-05,0.002849,106,6,1.0299
MRPS2,6,0.91387,0.91383,1,18198,0,0.60456,3.3897e-06,1.5239e-05,0.002915,107,5,0.60456
ADSL,6,0.11256,0.24601,0.981134,5126,1,0.59396,3.6153e-06,1.6207e-05,0.003043,108,4,0.59396
GNL3,6,1,1,1,20429,0,0.48063,3.6166e-06,1.6207e-05,0.003043,109,6,0.48063
ELP5,6,0.96628,0.96632,1,19361,0,0.61644,4.0922e-06,1.9109e-05,0.003523,110,5,0.61644
PDAP1,6,0.99922,0.99923,1,20279,0,0.54458,4.1607e-06,1.9109e-05,0.003523,111,6,0.54458
CCND3,6,0.017664,0.058587,0.895478,1339,1,1.0624,4.3344e-06,2.0077e-05,0.003669,112,5,1.0624
AHCY,6,0.99994,0.99995,1,20386,0,0.65834,4.5114e-06,2.1044e-05,0.003811,113,6,0.65834
SNRNP70,6,0.992,0.99197,1,20011,0,0.6676,4.6666e-06,2.1528e-05,0.003865,114,5,0.6676
USP9X,6,0.99999,1,1,20425,0,0.40258,5.7399e-06,2.7333e-05,0.004864,115,6,0.40258
THG1L,6,0.95183,0.95182,1,19027,0,0.58028,5.7838e-06,2.7817e-05,0.004866,116,4,0.58028
HIF1AN,6,0.99822,0.99819,1,20223,0,0.4895,5.7994e-06,2.7817e-05,0.004866,117,5,0.4895
SSRP1,6,0.50607,0.64187,1,12827,1,0.66437,5.9018e-06,2.8301e-05,0.004909,118,5,0.66437
CPSF2,6,0.99999,1,1,20423,0,0.44938,6.001e-06,2.9269e-05,0.005034,119,6,0.44938
DNM2,6,0.99999,1,1,20422,0,0.68892,6.1282e-06,2.9752e-05,0.005074,120,6,0.68892
EIF5A,6,0.99962,0.99963,1,20323,0,0.68515,6.4509e-06,3.1204e-05,0.005278,121,6,0.68515
MFN2,6,0.99999,1,1,20415,0,0.7489,6.6044e-06,3.2171e-05,0.005383,122,6,0.7489
XPO5,6,0.98191,0.98187,1,19737,0,0.58146,6.7653e-06,3.2655e-05,0.005383,123,5,0.58146
ACTR6,6,0.97248,0.97242,1,19510,0,0.55773,6.8671e-06,3.2655e-05,0.005383,124,5,0.55773
PAICS,6,0.9892,0.98917,1,19916,0,0.80202,6.9035e-06,3.3139e-05,0.005383,125,5,0.80202
LAMTOR3,6,0.99999,1,1,20421,0,0.44351,7.0386e-06,3.3139e-05,0.005383,126,6,0.44351
WDR92,6,0.73919,0.78258,1,15567,1,0.72385,8.0347e-06,3.7009e-05,0.005872,127,5,0.72385
UBTF,6,0.89986,0.89977,1,17878,0,0.70241,8.0417e-06,3.7009e-05,0.005872,128,5,0.70241
MED14,6,0.99999,1,1,20419,0,0.60248,8.0766e-06,3.7009e-05,0.005872,129,6,0.60248
CCNH,6,0.84108,0.84751,1,16859,1,0.62114,8.1853e-06,3.7493e-05,0.005903,130,4,0.62114
C3orf17,6,0.99999,1,1,20417,0,0.54753,8.3114e-06,3.7977e-05,0.005933,131,6,0.54753
QARS,6,0.99956,0.99957,1,20318,0,0.52292,8.3486e-06,3.846e-05,0.005963,132,6,0.52292
KIAA0947,6,0.14371,0.28892,0.992211,5949,1,0.57275,8.5371e-06,3.9428e-05,0.006022,133,5,0.57275
POLR3C,6,0.83556,0.84339,1,16769,1,0.62473,8.5554e-06,3.9428e-05,0.006022,134,5,0.62473
RARS,6,0.12572,0.26407,0.986379,5479,2,0.41228,8.8404e-06,4.0879e-05,0.006197,135,3,0.41228
PKM,6,0.99969,0.99971,1,20331,0,0.68846,9.1997e-06,4.2331e-05,0.00637,136,6,0.68846
PYCR2,6,0.67984,0.75307,1,14967,1,0.55661,9.7061e-06,4.3782e-05,0.00654,137,5,0.55661
HNRNPF,6,0.99999,1,1,20414,0,0.4033,1.0063e-05,4.5233e-05,0.006706,138,6,0.4033
ASNA1,6,0.99941,0.99942,1,20299,0,0.45923,1.0152e-05,4.6201e-05,0.006706,139,6,0.45923
EIF3A,6,0.99569,0.99567,1,20128,0,0.80392,1.0162e-05,4.6201e-05,0.006706,140,5,0.80392
GTPBP4,6,0.99999,0.99999,1,20411,0,0.55845,1.0171e-05,4.6201e-05,0.006706,141,6,0.55845
DDX6,6,0.99997,0.99998,1,20399,0,0.54102,1.0341e-05,4.6685e-05,0.006728,142,6,0.54102
ERCC2,6,0.99999,0.99999,1,20413,0,0.48875,1.0978e-05,4.862e-05,0.006958,143,6,0.48875
GRPEL1,6,0.99277,0.99279,1,20031,0,0.59518,1.1586e-05,5.3941e-05,0.007666,144,5,0.59518
GPN2,6,0.95368,0.95364,1,19071,0,0.64192,1.2921e-05,5.8295e-05,0.008228,145,4,0.64192
POLR3B,6,0.95951,0.9595,1,19225,0,0.72674,1.3338e-05,6.1198e-05,0.008579,146,5,0.72674
BAX,6,0.88739,0.88719,1,17649,1,0.5422,1.3611e-05,6.1682e-05,0.008588,147,5,0.5422
EIF2B5,6,0.96583,0.96586,1,19352,0,0.8,1.3707e-05,6.3133e-05,0.00873,148,4,0.8
TOE1,6,0.41808,0.57215,1,11443,1,0.65899,1.4004e-05,6.4826e-05,0.008904,149,5,0.65899
ATAD3B,6,0.99999,0.99999,1,20412,0,0.48986,1.4536e-05,6.7487e-05,0.009208,150,6,0.48986
RPL11,6,0.59523,0.71608,1,14232,1,0.62316,1.5415e-05,7.2325e-05,0.009803,151,4,0.62316
SEH1L,6,0.99992,0.99994,1,20377,0,0.57942,1.559e-05,7.3292e-05,0.009868,152,6,0.57942
UQCRC1,6,0.99998,0.99999,1,20409,0,0.34905,1.5674e-05,7.3776e-05,0.009869,153,6,0.34905
DHX15,6,0.97565,0.9756,1,19598,0,0.80595,1.5846e-05,7.426e-05,0.009869,154,5,0.80595
WSB1,6,0.98161,0.98158,1,19728,0,0.59658,1.6329e-05,7.6679e-05,0.010125,155,4,0.59658
SUPT4H1,6,0.9999,0.99992,1,20372,0,0.47236,1.6814e-05,7.934e-05,0.010409,156,6,0.47236
HSPA9,6,0.53149,0.66258,1,13213,1,0.69955,1.7464e-05,8.4903e-05,0.011068,157,5,0.69955
AARS,6,0.96074,0.96074,1,19241,0,1.3791,1.7714e-05,8.7322e-05,0.011311,158,5,1.3791
EIF5,6,0.99982,0.99984,1,20355,0,0.72863,1.8168e-05,8.8773e-05,0.011417,159,6,0.72863
FARSB,6,0.25246,0.4331,1,8816,1,0.78601,1.8599e-05,8.9257e-05,0.011417,160,5,0.78601
TAMM41,6,0.99998,0.99999,1,20408,0,0.36816,1.961e-05,9.9416e-05,0.012638,161,6,0.36816
WARS,6,0.99993,0.99995,1,20383,0,0.49767,2.0062e-05,0.00010087,0.012743,162,6,0.49767
SKIV2L,6,0.99998,0.99999,1,20407,0,0.33481,2.1655e-05,0.00010909,0.013697,163,6,0.33481
RTFDC1,6,0.99394,0.99393,1,20072,0,0.54518,2.2905e-05,0.00011635,0.014519,164,5,0.54518
ACSL4,6,0.99998,0.99999,1,20405,0,0.45048,2.3252e-05,0.00011828,0.014671,165,6,0.45048
ACTL6A,6,0.99827,0.99823,1,20225,0,0.42611,2.3538e-05,0.00011973,0.014762,166,5,0.42611
SETD2,6,0.99998,0.99998,1,20404,0,0.40547,2.4759e-05,0.00012602,0.015405,167,6,0.40547
C6orf62,6,0.99998,0.99998,1,20403,0,0.31763,2.4931e-05,0.00012651,0.015405,168,6,0.31763
TRAPPC2,6,0.99954,0.99954,1,20313,0,0.55101,2.5175e-05,0.00012748,0.015405,169,6,0.55101
PTPN23,6,0.99997,0.99998,1,20402,0,0.94794,2.5203e-05,0.00012796,0.015405,170,6,0.94794
DICER1,6,0.36964,0.53515,1,10705,1,0.48937,2.574e-05,0.00013231,0.015836,171,4,0.48937
PCBP2,6,0.99997,0.99998,1,20401,0,0.4865,2.6181e-05,0.00013376,0.015916,172,6,0.4865
XRN2,6,0.77929,0.80546,1,16040,1,0.49193,2.6826e-05,0.00013715,0.016132,173,4,0.49193
LARS,6,0.83075,0.83976,1,16700,1,0.71345,2.6976e-05,0.00013715,0.016132,174,5,0.71345
UHRF1,6,0.99997,0.99998,1,20400,0,0.6418,2.7695e-05,0.00014102,0.016492,175,6,0.6418
CDK13,6,0.98803,0.988,1,19883,0,0.44282,2.8268e-05,0.00014683,0.017074,176,5,0.44282
DARS,6,0.90657,0.90641,1,18039,0,0.63582,3.0424e-05,0.00015795,0.018217,177,5,0.63582
MRPL30,6,0.4457,0.59368,1,11860,1,0.49695,3.065e-05,0.00015844,0.018217,178,5,0.49695
SUPV3L1,6,0.9984,0.99838,1,20229,0,0.50154,3.1955e-05,0.00016448,0.018806,179,5,0.50154
PMM2,6,0.96443,0.9644,1,19320,0,0.53052,3.3789e-05,0.00017489,0.019775,180,5,0.53052
SEPHS2,6,0.99997,0.99998,1,20397,0,0.58945,3.4179e-05,0.00017634,0.019775,181,6,0.58945
THRA,6,0.77183,0.80097,1,15933,1,0.41103,3.4183e-05,0.00017634,0.019775,182,3,0.41103
INTS2,6,0.99465,0.99463,1,20095,0,0.44695,3.4484e-05,0.00017779,0.019775,183,4,0.44695
RABGGTB,6,0.99997,0.99998,1,20396,0,0.5526,3.4523e-05,0.00017779,0.019775,184,6,0.5526
PAM16,6,0.23062,0.40522,1,8273,1,0.46568,3.5051e-05,0.00018021,0.019936,185,5,0.46568
PPP2R4,6,0.84852,0.85329,1,16974,1,0.42379,3.6002e-05,0.00018601,0.020467,186,5,0.42379
NAA30,6,0.83413,0.8423,1,16744,1,0.52425,3.7994e-05,0.00019762,0.021619,187,5,0.52425
EXOSC5,6,0.99977,0.99978,1,20345,0,0.55276,3.8439e-05,0.00019859,0.021619,188,6,0.55276
ALDH18A1,6,0.99891,0.99891,1,20253,0,0.39398,3.9778e-05,0.00020585,0.022212,189,5,0.39398
CLP1,6,0.96941,0.96942,1,19439,0,0.42816,3.9993e-05,0.0002073,0.022212,190,5,0.42816
GAPDH,6,0.99993,0.99995,1,20384,0,1.0045,4.0092e-05,0.0002073,0.022212,191,6,1.0045
HDAC3,6,0.99994,0.99995,1,20387,0,0.64004,4.0323e-05,0.00020875,0.022251,192,6,0.64004
UBE2R2,6,0.99996,0.99997,1,20394,0,0.31622,4.1513e-05,0.00021407,0.0227,193,6,0.31622
FAU,6,0.99996,0.99997,1,20393,0,0.50163,4.2219e-05,0.00021649,0.022772,194,6,0.50163
POLE2,6,0.99971,0.99972,1,20336,0,0.63065,4.2314e-05,0.00021697,0.022772,195,6,0.63065
EIF4G1,6,0.98083,0.98079,1,19716,0,0.68857,4.331e-05,0.00022423,0.023414,196,5,0.68857
DDX46,6,0.99556,0.99554,1,20120,0,0.42675,4.4288e-05,0.00022907,0.023798,197,4,0.42675
ALG11,6,0.82152,0.83309,1,16562,1,0.45491,4.5412e-05,0.00023874,0.024677,198,4,0.45491
EPG5,6,0.21429,0.38394,0.999048,7854,1,0.32524,4.6377e-05,0.00024358,0.024975,199,5,0.32524
CTCF,6,0.99986,0.99988,1,20362,0,0.48686,4.6495e-05,0.00024407,0.024975,200,6,0.48686
AP2S1,6,0.9938,0.9938,1,20069,0,0.5585,4.85e-05,0.00025253,0.02561,201,5,0.5585
HCFC1,6,0.99938,0.99939,1,20295,0,0.82269,4.8624e-05,0.00025277,0.02561,202,6,0.82269
RPL5,6,0.99336,0.99338,1,20052,0,0.84817,5.0472e-05,0.00026293,0.026331,203,4,0.84817
GFER,6,0.55565,0.68276,1,13601,1,0.41498,5.0609e-05,0.00026342,0.026331,204,4,0.41498
HNRNPC,6,0.99995,0.99996,1,20391,0,0.4979,5.0857e-05,0.00026438,0.026331,205,6,0.4979
MRPL53,6,0.97627,0.97623,1,19613,0,0.46317,5.1157e-05,0.00026632,0.026331,206,5,0.46317
PGAM1,6,0.99995,0.99996,1,20390,0,0.47252,5.1171e-05,0.00026632,0.026331,207,6,0.47252
DBR1,6,0.73305,0.7793,1,15501,1,0.5588,5.3814e-05,0.00028083,0.027632,208,5,0.5588
LAMTOR1,6,0.56392,0.68954,1,13744,1,0.46207,5.4118e-05,0.00028228,0.027642,209,5,0.46207
METTL14,6,0.99943,0.99944,1,20300,0,0.60095,5.5739e-05,0.00028906,0.028084,210,6,0.60095
SLC39A10,6,0.88189,0.88189,1,17542,1,0.38655,5.5789e-05,0.00028954,0.028084,211,5,0.38655
ORAOV1,6,0.99707,0.99704,1,20182,0,0.42517,5.7353e-05,0.00029922,0.028886,212,5,0.42517
METTL5,6,0.99994,0.99996,1,20388,0,0.38719,5.7719e-05,0.00030091,0.028913,213,6,0.38719
PHB2,6,0.99929,0.99929,1,20287,0,0.85697,5.8172e-05,0.00030309,0.028986,214,6,0.85697
IPO9,6,0.95203,0.95203,1,19029,0,0.33298,5.9749e-05,0.00030744,0.029265,215,5,0.33298
LIAS,6,0.89212,0.89197,1,17741,0,0.52422,6.0404e-05,0.00031034,0.029405,216,4,0.52422
PCID2,6,0.98219,0.98214,1,19745,0,0.55607,6.2127e-05,0.0003205,0.030228,217,4,0.55607
ELP4,6,0.94401,0.94407,1,18846,0,0.44742,6.4112e-05,0.00033211,0.031082,218,4,0.44742
CAB39,6,0.95554,0.9555,1,19112,0,0.49708,6.471e-05,0.0003326,0.031082,219,5,0.49708
TRAPPC1,6,0.75132,0.7892,1,15694,1,0.65161,6.5612e-05,0.00033792,0.031436,220,5,0.65161
RBBP6,6,0.72113,0.77314,1,15368,1,0.45313,6.6786e-05,0.00034421,0.031876,221,4,0.45313
EIF2S1,6,0.55801,0.68463,1,13638,1,0.70673,7.1179e-05,0.00036646,0.033632,222,4,0.70673
DMAP1,6,0.99993,0.99995,1,20382,0,0.65402,7.1301e-05,0.00036646,0.033632,223,6,0.65402
ABCF1,6,0.99993,0.99995,1,20381,0,0.29576,7.1591e-05,0.00036888,0.033703,224,6,0.29576
PHF5A,6,0.97163,0.97158,1,19483,0,0.91861,7.1899e-05,0.0003713,0.033763,225,4,0.91861
SYMPK,6,0.99983,0.99985,1,20358,0,0.51489,7.2519e-05,0.0003742,0.033763,226,6,0.51489
UBL5,6,0.85761,0.86063,1,17128,1,0.83101,7.2895e-05,0.00037517,0.033763,227,5,0.83101
APAF1,6,0.99908,0.99909,1,20268,0,0.36545,7.3269e-05,0.00037614,0.033763,228,5,0.36545
TARS,6,0.66494,0.7464,1,14841,1,0.68729,7.4981e-05,0.00038581,0.034291,229,4,0.68729
TRMT112,6,0.99992,0.99994,1,20380,0,0.68762,7.5098e-05,0.00038678,0.034291,230,6,0.68762
NUDCD3,6,0.99992,0.99994,1,20379,0,0.38029,7.5627e-05,0.00038823,0.034291,231,6,0.38029
RIOK1,6,0.99982,0.99984,1,20354,0,0.60282,7.5822e-05,0.00038872,0.034291,232,6,0.60282
SUPT16H,6,0.99969,0.99971,1,20332,0,0.50256,7.6457e-05,0.0003921,0.034441,233,6,0.50256
RPL8,6,0.96299,0.96298,1,19290,0,0.25256,7.7445e-05,0.00039694,0.034717,234,3,0.25256
GPX4,6,0.37436,0.53867,1,10777,1,0.87098,7.8439e-05,0.00040371,0.034988,235,5,0.87098
WDR33,6,0.99992,0.99994,1,20376,0,0.38493,7.8494e-05,0.00040371,0.034988,236,6,0.38493
PRIM2,6,0.66976,0.74854,1,14885,1,0.77422,7.8964e-05,0.00040516,0.034988,237,5,0.77422
PGM3,6,0.87527,0.87587,1,17422,1,0.39328,8.0075e-05,0.00041097,0.035316,238,5,0.39328
PRMT5,6,0.59073,0.71216,1,14168,1,0.53517,8.0226e-05,0.00041242,0.035316,239,4,0.53517
