id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,neg|lfc,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
PELO,6,1,1,1,20445,0,0.77119,8.68e-07,4.11e-06,0.00183,42,4,0.77119
BRF1,6,1,1,1,20446,0,0.65289,8.69e-07,4.11e-06,0.00183,43,5,0.65289
SPI1,6,0.62257,0.80907,1,16139,2,0.5407,8.88e-07,4.11e-06,0.00183,44,4,0.5407
POLR1C,6,0.99826,0.99825,1,20256,0,0.25714,9.05e-07,4.11e-06,0.00183,45,5,0.25714
MDN1,6,1,1,1,20444,0,0.40813,9.27e-07,4.11e-06,0.00183,46,5,0.40813
GFPT1,6,0.45053,0.6844,1,13662,1,0.59181,1.04e-06,4.6e-06,0.00196,47,4,0.59181
ATP1B3,6,0.076961,0.22261,0.976879,4651,1,0.48964,1.07e-06,4.6e-06,0.00196,48,5,0.48964
TTF1,6,0.9989,0.99889,1,20289,0,0.40986,1.34e-06,6.05e-06,0.002475,49,4,0.40986
RPS14,6,0.87454,0.93271,1,18591,1,0.55028,1.35e-06,6.05e-06,0.002475,50,4,0.55028
SKIV2L2,6,0.98786,0.98779,1,19902,0,0.3969,1.4e-06,7.01e-06,0.002815,51,4,0.3969
MCM5,6,0.99987,0.99987,1,20380,0,0.49848,2.19e-06,9.43e-06,0.003643,52,4,0.49848
SMARCB1,6,1,1,1,20455,0,0.43799,2.21e-06,9.43e-06,0.003643,53,4,0.43799
PSMG4,6,0.98183,0.98186,1,19737,1,0.42229,2.37e-06,9.92e-06,0.003759,54,3,0.42229
RBBP4,6,0.80698,0.89788,1,17880,1,0.43732,2.93e-06,1.19e-05,0.004353,55,4,0.43732
YARS,6,0.98382,0.98375,1,19781,1,0.6637,3.18e-06,1.23e-05,0.004353,56,3,0.6637
EEFSEC,6,0.98978,0.98972,1,19953,0,0.43905,3.38e-06,1.23e-05,0.004353,57,4,0.43905
CDS2,6,0.99609,0.99606,1,20156,0,0.37895,3.39e-06,1.23e-05,0.004353,58,4,0.37895
DLD,6,0.92176,0.95137,1,18998,1,0.63767,3.64e-06,1.28e-05,0.004447,59,4,0.63767
HINFP,6,1,1,1,20451,0,0.39635,3.69e-06,1.33e-05,0.004538,60,4,0.39635
POLR2D,6,0.99968,0.99967,1,20356,0,0.58032,3.96e-06,1.67e-05,0.005492,61,4,0.58032
SHQ1,6,0.99977,0.99977,1,20365,0,0.4298,4.46e-06,1.72e-05,0.005492,62,4,0.4298
RPS15A,6,0.89493,0.94325,1,18804,1,0.66266,4.51e-06,1.72e-05,0.005492,63,4,0.66266
METTL14,6,0.70121,0.85185,1,16923,1,0.41367,4.61e-06,1.72e-05,0.005492,64,4,0.41367
LIAS,6,0.75652,0.87494,1,17401,1,0.33777,4.95e-06,1.91e-05,0.006017,65,4,0.33777
POLR3B,6,0.96044,0.96747,1,19390,1,0.38035,5.22e-06,2.01e-05,0.006226,66,4,0.38035
SPATA5,6,0.95501,0.96473,1,19335,1,0.40768,5.52e-06,2.06e-05,0.006242,67,4,0.40768
UBTF,6,0.84853,0.91857,1,18302,1,0.46102,5.59e-06,2.1e-05,0.006242,68,4,0.46102
CRLS1,6,0.86452,0.92718,1,18480,1,0.45191,5.7e-06,2.1e-05,0.006242,69,3,0.45191
LONP1,6,0.65846,0.83394,1,16612,2,0.63887,5.93e-06,2.2e-05,0.006436,70,3,0.63887
NOC4L,6,1,1,1,20439,0,0.41354,6.11e-06,2.25e-05,0.006484,71,4,0.41354
C3orf17,6,0.99971,0.9997,1,20358,0,0.41785,6.31e-06,2.35e-05,0.006669,72,4,0.41785
TRNT1,6,0.95882,0.96662,1,19376,1,0.30408,6.72e-06,2.44e-05,0.006849,73,4,0.30408
TFAP4,6,0.99999,1,1,20430,0,0.37603,7.44e-06,2.64e-05,0.007292,74,3,0.37603
RPS19,6,0.99993,0.99994,1,20396,0,0.53055,7.51e-06,2.69e-05,0.007299,75,4,0.53055
SEPHS2,6,0.72361,0.86102,1,17119,1,-0.11365,7.69e-06,2.78e-05,0.007299,76,2,-0.11365
MNAT1,6,0.56518,0.76804,1,15332,2,0.33352,7.79e-06,2.78e-05,0.007299,77,4,0.33352
AHCY,6,0.99996,0.99996,1,20407,0,0.46812,7.85e-06,2.78e-05,0.007299,78,3,0.46812
EXOSC4,6,0.81871,0.90354,1,17995,2,0.35369,8.32e-06,2.88e-05,0.007457,79,3,0.35369
TMX2,6,0.82834,0.9083,1,18105,1,0.35853,8.89e-06,3.02e-05,0.007667,80,4,0.35853
ISCA2,6,0.73083,0.86395,1,17174,1,0.3823,9.02e-06,3.07e-05,0.007667,81,4,0.3823
PGP,6,0.99924,0.99924,1,20313,0,0.30772,9.08e-06,3.07e-05,0.007667,82,4,0.30772
IMP3,6,0.39836,0.64547,1,12909,2,0.44598,9.76e-06,3.27e-05,0.007956,83,4,0.44598
PHB2,6,0.97657,0.9775,1,19625,1,0.40056,9.79e-06,3.27e-05,0.007956,84,4,0.40056
EIF4E,6,0.99782,0.99781,1,20236,0,0.50995,1.08e-05,3.65e-05,0.008794,85,4,0.50995
DHX15,6,0.9999,0.9999,1,20388,0,0.44404,1.1e-05,3.75e-05,0.008922,86,4,0.44404
MTHFD1,6,0.97653,0.97747,1,19623,1,0.40516,1.18e-05,4.18e-05,0.009844,87,4,0.40516
SARS2,6,1,1,1,20437,0,0.33888,1.34e-05,4.72e-05,0.010958,88,4,0.33888
MYC,6,0.99814,0.99812,1,20250,0,0.50963,1.38e-05,4.77e-05,0.010958,89,4,0.50963
HYOU1,6,0.64422,0.82442,1,16435,1,0.33038,1.49e-05,5.1e-05,0.011606,90,3,0.33038
DHX33,6,0.99998,0.99999,1,20422,0,0.45578,1.51e-05,5.2e-05,0.011696,91,4,0.45578
RPP25L,6,0.99999,1,1,20435,0,0.4087,1.56e-05,5.39e-05,0.011809,92,4,0.4087
RPS11,6,0.87849,0.93505,1,18633,2,0.39589,1.58e-05,5.44e-05,0.011809,93,3,0.39589
EIF4A1,6,1,1,1,20450,0,0.37422,1.62e-05,5.44e-05,0.011809,94,4,0.37422
MRPL14,6,0.99145,0.99141,1,19988,0,0.38028,1.64e-05,5.49e-05,0.011809,95,4,0.38028
NXT1,6,0.29616,0.54953,1,11074,2,0.3778,1.67e-05,5.54e-05,0.011809,96,4,0.3778
C21orf59,6,0.90253,0.94535,1,18859,1,0.39361,1.75e-05,5.88e-05,0.012251,97,4,0.39361
GPN2,6,0.44851,0.68289,1,13644,3,-0.14105,1.76e-05,5.93e-05,0.012251,98,2,-0.14105
LAMTOR5,6,0.99706,0.99708,1,20208,0,0.29519,1.77e-05,5.93e-05,0.012251,99,4,0.29519
DAD1,6,0.95771,0.96606,1,19361,1,0.39115,1.91e-05,6.7e-05,0.013713,100,4,0.39115
WDR92,6,0.99122,0.99118,1,19979,0,0.32873,1.94e-05,6.8e-05,0.013773,101,3,0.32873
AK6,6,0.99328,0.99323,1,20047,0,0.33577,2.01e-05,6.99e-05,0.013777,102,3,0.33577
POLR3A,6,0.99662,0.9966,1,20184,0,0.29093,2.02e-05,7.09e-05,0.013777,103,3,0.29093
TAF12,6,1,1,1,20448,0,0.26438,2.02e-05,7.09e-05,0.013777,104,4,0.26438
FPGS,6,0.99854,0.99852,1,20263,0,0.29122,2.05e-05,7.14e-05,0.013777,105,4,0.29122
DDX49,6,0.45374,0.68676,1,13712,1,0.3117,2.05e-05,7.14e-05,0.013777,106,3,0.3117
NOB1,6,0.99979,0.99979,1,20368,0,0.40438,2.32e-05,8.49e-05,0.016032,107,4,0.40438
RPP38,6,0.94885,0.96185,1,19269,1,0.40635,2.33e-05,8.54e-05,0.016032,108,4,0.40635
PRMT1,6,0.701,0.85177,1,16921,1,0.23732,2.33e-05,8.54e-05,0.016032,109,3,0.23732
TSR1,6,0.97762,0.9783,1,19641,1,0.15117,2.5e-05,9.26e-05,0.017237,110,3,0.15117
SLC25A3,6,0.4041,0.64976,1,12983,2,0.307,2.55e-05,9.55e-05,0.017459,111,4,0.307
ZFR,6,0.9966,0.99658,1,20183,0,0.29413,2.56e-05,9.55e-05,0.017459,112,4,0.29413
NIP7,6,0.99905,0.99905,1,20296,0,0.46462,2.57e-05,9.65e-05,0.01748,113,3,0.46462
MED21,6,0.97707,0.97788,1,19635,1,0.28289,2.64e-05,9.94e-05,0.017848,114,4,0.28289
KPNB1,6,0.97774,0.97839,1,19644,1,0.40431,2.76e-05,0.00010329,0.018381,115,4,0.40431
PDCD11,6,0.93136,0.95475,1,19087,1,0.3141,2.84e-05,0.00010667,0.01882,116,3,0.3141
DTYMK,6,0.97669,0.9776,1,19628,1,0.31873,3.01e-05,0.00011054,0.018943,117,3,0.31873
WDR59,6,0.9766,0.97753,1,19626,1,0.23009,3.02e-05,0.00011054,0.018943,118,4,0.23009
WDR24,6,0.87448,0.93268,1,18590,1,0.35181,3.06e-05,0.00011103,0.018943,119,3,0.35181
ROMO1,6,0.034992,0.11903,0.93887,2592,1,0.47089,3.06e-05,0.00011151,0.018943,120,3,0.47089
TTL,6,0.90083,0.94486,1,18845,1,0.19432,3.09e-05,0.00011199,0.018943,121,3,0.19432
EIF3A,6,0.96448,0.96968,1,19447,1,0.37166,3.16e-05,0.0001149,0.019118,122,3,0.37166
DAP3,6,0.99989,0.99989,1,20384,0,0.25138,3.17e-05,0.0001149,0.019118,123,4,0.25138
TRAPPC5,6,0.78558,0.88785,1,17679,1,0.0055942,3.31e-05,0.00011925,0.019527,124,2,0.0055942
TMA16,6,0.79851,0.89383,1,17809,1,0.29582,3.35e-05,0.00011973,0.019527,125,4,0.29582
MAD1L1,6,0.97316,0.97504,1,19577,1,0.24596,3.39e-05,0.00012022,0.019527,126,4,0.24596
RGP1,6,0.87573,0.93341,1,18606,1,0.23545,3.45e-05,0.00012264,0.019763,127,4,0.23545
IMP4,6,0.99999,1,1,20436,0,0.37897,3.75e-05,0.00013425,0.021465,128,4,0.37897
DDX10,6,0.18081,0.39832,0.997379,8162,2,0.34252,3.85e-05,0.00014005,0.02222,129,3,0.34252
HCCS,6,0.87325,0.932,1,18578,2,0.31963,3.9e-05,0.0001415,0.022277,130,4,0.31963
RFT1,6,0.96571,0.9704,1,19464,1,0.29296,3.93e-05,0.00014296,0.022334,131,4,0.29296
ASNA1,6,1,1,1,20454,0,0.3251,4.18e-05,0.00015215,0.02359,132,4,0.3251
ORAOV1,6,0.98021,0.98048,1,19700,1,0.009785,4.29e-05,0.0001565,0.02407,133,2,0.009785
EMC1,6,0.99996,0.99996,1,20406,0,0.30207,4.44e-05,0.00016134,0.02407,134,4,0.30207
NPLOC4,6,0.72959,0.86346,1,17163,1,0.33666,4.47e-05,0.00016182,0.02407,135,4,0.33666
DIMT1,6,0.96674,0.97102,1,19479,1,0.33895,4.49e-05,0.00016279,0.02407,136,4,0.33895
METTL3,6,0.99892,0.99891,1,20291,0,0.19565,4.52e-05,0.00016376,0.02407,137,4,0.19565
MAPKAP1,6,0.98623,0.98615,1,19860,0,0.37373,4.54e-05,0.00016473,0.02407,138,3,0.37373
ATAD3A,6,0.98585,0.98575,1,19849,0,0.38306,4.56e-05,0.00016521,0.02407,139,3,0.38306
TAF1B,6,0.88004,0.93594,1,18650,1,0.36476,4.6e-05,0.00016666,0.02407,140,3,0.36476
PABPC1,6,0.99993,0.99994,1,20398,0,0.4511,4.61e-05,0.00016666,0.02407,141,4,0.4511
PSTK,6,0.99794,0.99793,1,20245,0,-0.061634,4.65e-05,0.00016811,0.02407,142,2,-0.061634
GPN3,6,0.42601,0.66604,1,13302,2,0.35167,4.68e-05,0.00016908,0.02407,143,4,0.35167
WDR83,6,0.88621,0.93952,1,18727,1,0.24454,4.73e-05,0.00017005,0.02407,144,4,0.24454
CPSF1,6,0.99983,0.99983,1,20374,0,0.39581,4.77e-05,0.00017053,0.02407,145,3,0.39581
ZIC2,6,1,1,1,20438,0,0.20798,4.92e-05,0.00017537,0.024583,146,4,0.20798
RPL15,6,0.98747,0.98741,1,19894,0,0.33639,4.95e-05,0.00017682,0.024585,147,3,0.33639
SF3A2,6,0.62532,0.81098,1,16178,2,-0.010394,5.01e-05,0.00017779,0.024585,148,3,-0.010394
UBE2I,6,0.99922,0.99922,1,20310,0,0.37901,5.06e-05,0.00018069,0.024819,149,4,0.37901
CTPS1,6,0.9989,0.99889,1,20288,0,0.3991,5.14e-05,0.00018408,0.025116,150,4,0.3991
ERCC2,6,0.86524,0.92756,1,18486,1,0.23881,5.24e-05,0.00018795,0.025436,151,4,0.23881
LSM11,6,0.71094,0.85582,1,17009,1,0.36232,5.27e-05,0.00018892,0.025436,152,4,0.36232
NMT1,6,0.99979,0.99979,1,20369,0,0.27485,5.56e-05,0.00019956,0.026585,153,4,0.27485
hsa-mir-548ak,1,0.99994,0.99995,1,20402,0,3.1945,5.58e-05,0.00020004,0.026585,154,1,3.1945
GGPS1,6,0.94209,0.95895,1,19183,1,0.2531,5.7e-05,0.00020343,0.02686,155,3,0.2531
CIRH1A,6,0.9935,0.99344,1,20053,0,0.28055,5.74e-05,0.00020536,0.026897,156,4,0.28055
POLR3C,6,1,1,1,20452,0,0.29934,5.79e-05,0.00020633,0.026897,157,4,0.29934
VPRBP,6,0.99856,0.99853,1,20264,0,0.26479,5.89e-05,0.00020972,0.027056,158,3,0.26479
TRAPPC3,6,0.99965,0.99965,1,20352,0,0.34568,5.91e-05,0.0002102,0.027056,159,3,0.34568
MRPS24,5,0.1828,0.40114,0.997379,8228,1,0.44074,6.34e-05,0.00021939,0.028063,160,3,0.44074
RPS18,6,0.9988,0.99879,1,20281,0,0.38204,6.72e-05,0.00022665,0.028811,161,3,0.38204
GEMIN8,6,0.99339,0.99333,1,20050,0,0.20691,7.86e-05,0.00025471,0.032178,162,3,0.20691
LCE3A,6,0.7866,0.88832,1,17687,1,0.23842,8.12e-05,0.00026245,0.032953,163,3,0.23842
CDC7,6,0.44541,0.68056,1,13593,2,0.19233,8.19e-05,0.00026487,0.033054,164,3,0.19233
CDC37,6,0.97763,0.9783,1,19642,1,0.36945,8.53e-05,0.00027067,0.033573,165,3,0.36945
UTP14A,6,0.99993,0.99993,1,20393,0,0.33004,8.67e-05,0.00027454,0.033823,166,3,0.33004
NDNL2,6,0.99989,0.9999,1,20386,0,0.10299,8.7e-05,0.000276,0.033823,167,2,0.10299
MINOS1,6,0.94244,0.95909,1,19189,1,0.19692,9.27e-05,0.00029002,0.035331,168,3,0.19692
AKT1,6,0.91146,0.94802,1,18915,1,0.2632,9.87e-05,0.00030357,0.036506,169,3,0.2632
EBF1,6,0.70057,0.8516,1,16917,1,0.064787,9.91e-05,0.00030405,0.036506,170,2,0.064787
COX10,6,0.78574,0.88793,1,17680,2,-0.0044665,9.98e-05,0.00030502,0.036506,171,3,-0.0044665
NUMA1,6,0.99946,0.99944,1,20335,0,0.3408,0.00010197,0.00031034,0.036927,172,3,0.3408
DDX47,6,0.83018,0.90924,1,18123,2,0.2109,0.00010993,0.00033792,0.039745,173,3,0.2109
EIF1AD,6,0.99274,0.99269,1,20034,0,0.2988,0.00011036,0.00033937,0.039745,174,3,0.2988
UXT,6,0.99574,0.99572,1,20142,0,0.31684,0.00011067,0.00033985,0.039745,175,3,0.31684
EIF3B,6,0.9931,0.99304,1,20041,0,0.17876,0.00011193,0.00034663,0.040307,176,3,0.17876
SLC2A1,6,0.87862,0.93512,1,18636,1,0.27875,0.00011512,0.00035775,0.041366,177,3,0.27875
ARFRP1,6,0.99979,0.99979,1,20370,0,0.24876,0.0001187,0.00036888,0.042413,178,3,0.24876
hsa-mir-142,4,0.96411,0.96947,1,19439,0,0.59715,0.00011952,0.00037227,0.042437,179,3,0.59715
PPAT,6,0.73331,0.86501,1,17200,2,0.3409,0.00012001,0.00037323,0.042437,180,3,0.3409
TP53RK,6,0.99782,0.99781,1,20235,0,-0.023933,0.00012347,0.0003863,0.043679,181,2,-0.023933
DCAF13,6,0.99579,0.99576,1,20144,0,0.20725,0.00012876,0.00039839,0.044799,182,2,0.20725
DHDDS,6,0.99334,0.99328,1,20049,0,0.21811,0.00013108,0.00040613,0.04542,183,3,0.21811
DRAP1,6,0.97555,0.97675,1,19614,1,0.16555,0.00013318,0.00041049,0.045658,184,3,0.16555
UTP15,6,0.99926,0.99926,1,20316,0,0.30589,0.00013767,0.00042258,0.046749,185,3,0.30589
G6PD,6,0.99985,0.99986,1,20379,0,0.20017,0.00014059,0.00043129,0.047456,186,3,0.20017
ABT1,6,0.99517,0.99515,1,20124,0,0.19539,0.00014723,0.00045064,0.04932,187,2,0.19539
RPP21,6,0.45415,0.68706,1,13718,1,0.26299,0.00014884,0.00045451,0.049479,188,3,0.26299
NOP56,6,0.99999,1,1,20431,0,0.26348,0.0001515,0.00046177,0.050003,189,3,0.26348
NAE1,6,0.55345,0.75966,1,15154,1,0.32582,0.00015617,0.00047386,0.051042,190,3,0.32582
HSPE1,5,0.99971,0.9997,1,20359,0,0.44813,0.00016419,0.00049369,0.0529,191,3,0.44813
CDK9,6,0.71501,0.85748,1,17043,1,0.18481,0.00016909,0.00050724,0.054069,192,3,0.18481
BRD4,6,0.27055,0.51809,1,10485,1,0.28101,0.00017538,0.00052514,0.055687,193,3,0.28101
GNL3,6,0.99746,0.99746,1,20219,0,0.22204,0.00018026,0.00053965,0.056931,194,3,0.22204
TSR2,6,0.96741,0.9714,1,19493,1,0.26707,0.00018363,0.00054788,0.057502,195,3,0.26707
TRIAP1,6,0.28861,0.54039,1,10912,1,0.24205,0.00018632,0.00055562,0.058017,196,3,0.24205
FNTB,6,0.99541,0.99539,1,20131,0,0.20892,0.00018841,0.00056529,0.058727,197,3,0.20892
EIF2B5,6,0.99877,0.99875,1,20279,0,0.33441,0.00019065,0.00057013,0.058931,198,3,0.33441
UTP6,6,0.70933,0.85516,1,16995,2,0.12551,0.0001938,0.00058029,0.05968,199,3,0.12551
ATP6AP1,6,0.99932,0.9993,1,20321,0,0.12758,0.0001963,0.00058948,0.060268,200,3,0.12758
EIF6,6,1,1,1,20442,0,0.29173,0.00019726,0.0005919,0.060268,201,3,0.29173
TAF1C,6,0.99857,0.99854,1,20266,0,0.21368,0.00020191,0.00060787,0.061587,202,2,0.21368
CYCS,6,0.87231,0.93148,1,18564,2,0.37962,0.00020794,0.00062335,0.062844,203,3,0.37962
NMNAT1,6,0.99967,0.99966,1,20354,0,0.29793,0.00020961,0.00062915,0.063119,204,3,0.29793
IRF2BP1,6,0.97141,0.97389,1,19546,1,0.14932,0.0002132,0.00063786,0.063381,205,3,0.14932
hsa-mir-6127,4,0.35111,0.61008,1,12240,2,0.31116,0.00021339,0.00063859,0.063381,206,2,0.31116
SLC7A5,6,0.74424,0.86965,1,17304,1,0.1557,0.00021441,0.0006427,0.063381,207,3,0.1557
POLR1B,6,0.28046,0.53041,1,10712,2,0.15554,0.00021522,0.00064415,0.063381,208,2,0.15554
HCFC1,6,0.99251,0.99244,1,20023,0,0.39531,0.00021757,0.00065334,0.063977,209,3,0.39531
NBEAL2,6,0.99264,0.99258,1,20031,0,0.17265,0.00021978,0.00065721,0.06405,210,3,0.17265
NOL6,6,0.71214,0.85629,1,17016,2,0.2909,0.00022597,0.0006756,0.06553,211,3,0.2909
RABGGTA,6,0.7925,0.89107,1,17749,1,0.23166,0.00022774,0.00067947,0.065594,212,3,0.23166
LAS1L,6,0.74928,0.87183,1,17346,2,0.13491,0.00022994,0.00068817,0.066123,213,3,0.13491
BYSL,6,0.84975,0.91922,1,18318,1,-0.086555,0.00023176,0.00069543,0.066508,214,1,-0.086555
CTCF,6,0.99093,0.99088,1,19975,0,0.25447,0.00024608,0.00073849,0.070297,215,3,0.25447
CPSF3,6,0.99989,0.99989,1,20383,0,0.25492,0.00024825,0.00074332,0.07043,216,3,0.25492
GMPPB,6,1,1,1,20449,0,0.35719,0.00025519,0.00076364,0.071737,217,3,0.35719
TRRAP,4,0.89226,0.94255,1,18791,1,0.32881,0.00025549,0.00076413,0.071737,218,2,0.32881
SDHC,6,0.9947,0.99467,1,20107,0,0.24745,0.00025901,0.00077332,0.072268,219,3,0.24745
CINP,6,0.99998,0.99999,1,20418,0,0.1634,0.00026404,0.00078783,0.07329,220,2,0.1634
PRPF38B,6,0.98094,0.98109,1,19711,1,0.21142,0.00027048,0.00080525,0.074571,221,3,0.21142
SMC6,6,0.99623,0.9962,1,20165,0,0.24593,0.00028325,0.00084153,0.077365,222,3,0.24593
MRPS30,6,0.87958,0.93567,1,18644,2,-0.10796,0.00028361,0.00084298,0.077365,223,2,-0.10796
MED9,6,0.78452,0.88737,1,17665,1,0.28697,0.00029029,0.00086378,0.078921,224,3,0.28697
PIK3CD,6,0.85002,0.91937,1,18321,1,0.27974,0.00029415,0.00087443,0.079538,225,3,0.27974
DROSHA,6,0.2359,0.47367,1,9643,1,0.38193,0.00030104,0.00089281,0.080844,226,3,0.38193
BUD31,6,0.87643,0.93386,1,18615,1,0.22574,0.00030274,0.00089668,0.080844,227,2,0.22574
WDR55,6,0.62653,0.81184,1,16193,2,-0.0028592,0.00030963,0.00091119,0.081792,228,2,-0.0028592
ACTR3,6,0.97561,0.97679,1,19615,1,0.26251,0.000323,0.00094458,0.084116,229,3,0.26251
PTPMT1,6,0.91789,0.95006,1,18963,1,0.18558,0.00032809,0.00095522,0.084116,230,3,0.18558
EIF4G1,6,0.99178,0.99171,1,20002,0,0.21873,0.00032937,0.00095764,0.084116,231,3,0.21873
ALG11,6,0.89008,0.94182,1,18769,2,-0.04473,0.00032959,0.00095764,0.084116,232,2,-0.04473
ERCC3,6,0.96686,0.97109,1,19484,1,0.21594,0.00032969,0.00095764,0.084116,233,3,0.21594
POP5,6,0.39433,0.64239,1,12846,2,-0.055733,0.00033078,0.00096248,0.08418,234,2,-0.055733
RAB1B,6,0.99789,0.99789,1,20241,0,0.22918,0.00033452,0.00097215,0.084664,235,3,0.22918
CPSF2,6,0.76027,0.87655,1,17446,1,0.16138,0.00034565,0.0010026,0.086948,236,3,0.16138
MFN2,6,0.72863,0.86305,1,17154,1,0.28247,0.00035163,0.0010186,0.08796,237,3,0.28247
WDR12,6,0.97732,0.97806,1,19637,1,0.29394,0.00035701,0.0010346,0.088715,238,3,0.29394
RPL5,6,0.97518,0.97647,1,19609,1,0.28093,0.00035769,0.001036,0.088715,239,3,0.28093
RCL1,6,0.56871,0.77059,1,15396,2,-0.090233,0.00036631,0.0010612,0.090491,240,2,-0.090233
MRPS10,6,0.63883,0.8206,1,16356,2,0.19025,0.00036965,0.0010694,0.090814,241,3,0.19025
DKC1,6,0.3633,0.61913,1,12378,1,0.054806,0.00037261,0.0010795,0.091298,242,2,0.054806
VARS,6,0.99993,0.99994,1,20397,0,0.25755,0.00037897,0.0010974,0.09243,243,3,0.25755
SDHB,6,0.85779,0.92353,1,18394,2,0.24482,0.00038223,0.0011076,0.092903,244,3,0.24482
ELL,6,0.58871,0.78486,1,15671,3,-0.30503,0.00038623,0.0011173,0.093332,245,1,-0.30503
