id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,neg|lfc,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
MLST8,6,0.99987,0.99987,1,20373,0,0.73902,1.6375e-07,2.177e-06,0.000768,51,6,0.73902
NOC4L,6,1,1,1,20437,0,1.1319,1.6696e-07,2.177e-06,0.000768,52,6,1.1319
POLR3B,6,0.88264,0.88243,1,17538,0,0.926,1.7587e-07,2.177e-06,0.000768,53,5,0.926
POLR3H,6,0.99742,0.9974,1,20169,0,1.3834,1.8405e-07,2.177e-06,0.000768,54,5,1.3834
ATAD3A,6,0.569,0.6529,1,12909,1,1.0093,1.8479e-07,2.177e-06,0.000768,55,5,1.0093
KAT7,6,0.99935,0.99934,1,20306,0,0.69809,2.1293e-07,2.177e-06,0.000768,56,5,0.69809
ATP1B3,6,0.29864,0.44171,1,8902,1,0.94575,2.1433e-07,2.177e-06,0.000768,57,5,0.94575
YARS,6,0.99958,0.99957,1,20330,0,1.564,2.3027e-07,2.177e-06,0.000768,58,6,1.564
DLD,6,0.95108,0.95104,1,18988,0,1.1167,2.4541e-07,2.6608e-06,0.000864,59,4,1.1167
EIF2B3,6,1,0.99999,1,20421,0,1.0769,2.7804e-07,2.6608e-06,0.000864,60,6,1.0769
CRLS1,6,0.64773,0.69492,1,13755,1,0.81931,2.7839e-07,2.6608e-06,0.000864,61,5,0.81931
POLR3A,6,0.99879,0.99877,1,20259,0,1.2084,3.0211e-07,2.6608e-06,0.000864,62,5,1.2084
TRAPPC11,6,0.98924,0.98914,1,19888,0,1.1365,3.246e-07,2.6608e-06,0.000864,63,5,1.1365
LONP1,6,0.99386,0.99376,1,20030,0,1.4311,3.7121e-07,3.6283e-06,0.001142,64,5,1.4311
EIF2S3,6,0.9996,0.9996,1,20331,0,1.0309,3.7713e-07,3.6283e-06,0.001142,65,6,1.0309
SPATA5L1,6,0.99924,0.99923,1,20294,0,0.89902,4.0619e-07,4.1121e-06,0.001275,66,5,0.89902
KAT5,6,1,1,1,20426,0,0.73772,4.4217e-07,4.5959e-06,0.001404,67,6,0.73772
MDN1,6,0.98977,0.98965,1,19904,0,1.0293,4.5025e-07,5.0797e-06,0.001479,68,5,1.0293
MED9,6,0.99985,0.99985,1,20368,0,0.80076,4.9605e-07,5.0797e-06,0.001479,69,6,0.80076
RPL38,6,0.99999,0.99999,1,20410,0,0.81148,5.0923e-07,5.5634e-06,0.001479,70,6,0.81148
LIAS,6,0.99824,0.99823,1,20217,0,0.86188,5.1122e-07,5.5634e-06,0.001479,71,4,0.86188
DDX46,6,1,1,1,20440,0,0.7428,5.279e-07,5.5634e-06,0.001479,72,6,0.7428
FLCN,6,0.89938,0.89938,1,17886,0,0.58556,5.4608e-07,5.5634e-06,0.001479,73,5,0.58556
TARDBP,6,0.99976,0.99976,1,20350,0,0.62423,5.5562e-07,5.5634e-06,0.001479,74,6,0.62423
RIOK1,6,0.99992,0.99993,1,20387,0,0.93121,5.7118e-07,5.5634e-06,0.001479,75,6,0.93121
MFN2,6,0.99712,0.99709,1,20151,0,0.93844,6.5449e-07,5.5634e-06,0.001479,76,4,0.93844
TRMT112,6,1,1,1,20438,0,1.0754,6.5739e-07,5.5634e-06,0.001479,77,6,1.0754
COA5,6,0.96282,0.96271,1,19280,0,0.83949,7.5507e-07,6.0472e-06,0.001491,78,5,0.83949
TAF1B,6,0.99998,0.99998,1,20406,0,0.90189,7.62e-07,6.0472e-06,0.001491,79,6,0.90189
PES1,6,0.98878,0.98869,1,19872,0,0.72981,7.7521e-07,6.0472e-06,0.001491,80,5,0.72981
TTF1,6,0.99722,0.99719,1,20155,0,0.75755,8.1854e-07,6.0472e-06,0.001491,81,5,0.75755
DCAF13,6,1,1,1,20429,0,0.63471,8.7463e-07,6.0472e-06,0.001491,82,6,0.63471
C21orf59,6,0.99451,0.99442,1,20056,0,0.85184,8.8013e-07,6.0472e-06,0.001491,83,5,0.85184
GRPEL1,6,1,1,1,20436,0,0.63441,9.249e-07,6.531e-06,0.001573,84,6,0.63441
CTU1,6,0.99353,0.99346,1,20019,0,0.61556,9.4576e-07,6.531e-06,0.001573,85,5,0.61556
COQ2,6,1,1,1,20430,0,0.59614,9.8207e-07,7.0148e-06,0.001669,86,6,0.59614
GFM1,6,1,1,1,20435,0,0.79108,1.0379e-06,7.4986e-06,0.001764,87,6,0.79108
RPS19,6,0.99817,0.99816,1,20213,0,0.82658,1.0915e-06,7.9823e-06,0.001836,88,5,0.82658
TOP2A,6,1,1,1,20434,0,0.94856,1.1407e-06,7.9823e-06,0.001836,89,6,0.94856
GABPA,6,1,1,1,20433,0,0.65867,1.1528e-06,8.4661e-06,0.001883,90,6,0.65867
HARS,6,1,1,1,20432,0,1.053,1.1546e-06,8.4661e-06,0.001883,91,6,1.053
THG1L,6,0.9976,0.99758,1,20179,0,0.55728,1.1611e-06,8.4661e-06,0.001883,92,5,0.55728
LARS2,6,1,1,1,20431,0,0.64235,1.2054e-06,8.9499e-06,0.00197,93,6,0.64235
RPTOR,6,0.86165,0.86153,1,17122,0,0.70297,1.2194e-06,9.4337e-06,0.002011,94,5,0.70297
AARS,6,0.09417,0.20122,0.989905,4157,1,0.98663,1.249e-06,9.4337e-06,0.002011,95,5,0.98663
PHAX,6,0.99902,0.99901,1,20274,0,1.372,1.25e-06,9.4337e-06,0.002011,96,5,1.372
HEATR3,6,0.98629,0.98623,1,19799,0,0.92102,1.3072e-06,9.9174e-06,0.002092,97,5,0.92102
PABPC1,6,0.9976,0.99758,1,20180,0,0.88051,1.4326e-06,1.1369e-05,0.00235,98,5,0.88051
MRPL53,6,0.99732,0.99729,1,20161,0,0.69962,1.4687e-06,1.1369e-05,0.00235,99,5,0.69962
HSPE1,5,1,1,1,20424,0,1.1923,1.5715e-06,1.1853e-05,0.002426,100,5,1.1923
XRN2,6,0.9589,0.9588,1,19181,0,0.82771,1.6478e-06,1.2336e-05,0.002451,101,4,0.82771
UXT,6,0.99982,0.99982,1,20362,0,0.66368,1.6619e-06,1.2336e-05,0.002451,102,6,0.66368
TMA16,6,0.99998,0.99999,1,20408,0,0.83259,1.6942e-06,1.2336e-05,0.002451,103,6,0.83259
CTPS1,6,0.9489,0.94888,1,18935,0,0.82799,1.774e-06,1.3546e-05,0.002666,104,5,0.82799
ORAOV1,6,0.99999,0.99999,1,20414,0,0.57098,1.7785e-06,1.3788e-05,0.002687,105,6,0.57098
PRPF40A,6,0.9828,0.98271,1,19710,0,0.65047,1.8746e-06,1.4271e-05,0.00273,106,5,0.65047
EMG1,6,0.99843,0.99842,1,20231,0,0.83688,1.9335e-06,1.4271e-05,0.00273,107,5,0.83688
EBF1,6,0.43656,0.56686,1,11323,1,0.88153,2.0321e-06,1.4755e-05,0.00277,108,4,0.88153
CHEK2,6,0.99823,0.99822,1,20216,0,0.58547,2.1571e-06,1.4755e-05,0.00277,109,5,0.58547
RABGGTB,6,0.33953,0.47832,1,9607,1,0.96474,2.191e-06,1.5239e-05,0.002785,110,5,0.96474
DAP3,6,1,1,1,20428,0,0.47502,2.2496e-06,1.5239e-05,0.002785,111,6,0.47502
MRPS24,5,0.19174,0.34386,1,6953,1,0.73727,2.3019e-06,1.5239e-05,0.002785,112,4,0.73727
EIF3D,6,1,1,1,20427,0,0.67139,2.5833e-06,1.7658e-05,0.003198,113,6,0.67139
COQ4,6,0.97583,0.97567,1,19558,0,0.69351,2.8425e-06,1.8384e-05,0.0033,114,5,0.69351
ERCC3,6,0.95472,0.95465,1,19071,0,0.85466,2.8995e-06,1.9109e-05,0.003401,115,5,0.85466
ALG11,6,0.99651,0.99647,1,20126,0,0.45851,2.9436e-06,1.9593e-05,0.003442,116,5,0.45851
WDR24,6,0.94717,0.94719,1,18900,0,0.8315,2.9865e-06,1.9835e-05,0.003442,117,5,0.8315
NAA15,6,1,1,1,20425,0,0.71506,3.0371e-06,2.0077e-05,0.003442,118,6,0.71506
PARS2,6,0.84863,0.84843,1,16879,0,0.51283,3.1526e-06,2.0561e-05,0.003442,119,5,0.51283
AHCY,6,0.99998,0.99998,1,20405,0,0.93073,3.1574e-06,2.0561e-05,0.003442,120,6,0.93073
ABCB7,6,0.99999,0.99999,1,20420,0,0.61477,3.3411e-06,2.1044e-05,0.003442,121,6,0.61477
BCS1L,6,0.82179,0.82197,1,16308,1,0.57915,3.4323e-06,2.1044e-05,0.003442,122,5,0.57915
MYC,6,0.99998,0.99998,1,20403,0,0.81339,3.4942e-06,2.1528e-05,0.003442,123,6,0.81339
RPP38,6,0.93084,0.93091,1,18569,0,0.92083,3.5335e-06,2.1528e-05,0.003442,124,5,0.92083
MED4,6,0.9355,0.93558,1,18655,0,0.51101,3.549e-06,2.1528e-05,0.003442,125,5,0.51101
TUBGCP4,6,0.2077,0.35861,1,7244,1,0.78116,3.6818e-06,2.1528e-05,0.003442,126,4,0.78116
HSPD1,6,0.98429,0.98421,1,19751,0,0.65799,3.6824e-06,2.1528e-05,0.003442,127,5,0.65799
SCAP,6,0.37554,0.51079,1,10232,1,0.53087,3.7041e-06,2.1528e-05,0.003442,128,5,0.53087
RNMT,6,0.82207,0.82225,1,16316,1,0.81147,4.0509e-06,2.3947e-05,0.003799,129,5,0.81147
USP36,6,1,1,1,20423,0,0.54118,4.2046e-06,2.4915e-05,0.003922,130,6,0.54118
MTHFD1,6,0.91315,0.9132,1,18172,0,0.7474,4.3422e-06,2.5882e-05,0.003983,131,5,0.7474
RPL18A,6,1,1,1,20422,0,0.92083,4.3429e-06,2.5882e-05,0.003983,132,6,0.92083
HCFC1,6,0.86146,0.86135,1,17115,0,1.094,4.385e-06,2.5882e-05,0.003983,133,4,1.094
C15orf41,6,0.97612,0.97596,1,19564,0,0.71247,4.7639e-06,2.685e-05,0.004101,134,5,0.71247
DDX6,6,0.98916,0.98908,1,19883,0,0.52907,4.8656e-06,2.7817e-05,0.004217,135,5,0.52907
SEPHS2,6,0.95024,0.95023,1,18966,0,0.18429,4.8808e-06,2.8301e-05,0.004259,136,2,0.18429
BRD4,6,0.36072,0.49737,1,9976,1,0.68877,5.3307e-06,2.9269e-05,0.004319,137,5,0.68877
TRAPPC4,6,0.99999,0.99999,1,20419,0,0.44742,5.5032e-06,2.9752e-05,0.004319,138,6,0.44742
MRPS2,6,0.6951,0.72374,1,14329,1,0.71811,5.5606e-06,2.9752e-05,0.004319,139,4,0.71811
PPAT,6,0.4324,0.56302,1,11246,1,0.84566,5.5682e-06,2.9752e-05,0.004319,140,4,0.84566
GARS,6,0.55735,0.64717,1,12796,1,0.86062,5.57e-06,2.9752e-05,0.004319,141,4,0.86062
DDX59,6,0.9743,0.97415,1,19511,0,0.57521,5.7283e-06,3.072e-05,0.004428,142,5,0.57521
TRIAP1,6,0.19665,0.34839,1,7032,1,0.66847,6.0623e-06,3.2655e-05,0.004609,143,4,0.66847
WDR59,6,0.5045,0.62253,1,12340,1,0.46254,6.0853e-06,3.2655e-05,0.004609,144,3,0.46254
C3orf17,6,0.99937,0.99936,1,20312,0,0.87298,6.1084e-06,3.2655e-05,0.004609,145,5,0.87298
ARGLU1,6,0.9822,0.98207,1,19692,0,0.77771,6.3426e-06,3.3139e-05,0.004645,146,5,0.77771
SMARCB1,6,0.99999,0.99999,1,20418,0,0.6751,6.5752e-06,3.459e-05,0.004783,147,6,0.6751
AIFM1,6,0.99999,0.99999,1,20417,0,0.4537,6.6e-06,3.459e-05,0.004783,148,6,0.4537
EIF3I,6,0.93162,0.93168,1,18587,0,0.88499,6.6652e-06,3.5316e-05,0.004851,149,5,0.88499
NARS,6,0.9941,0.99402,1,20038,0,0.94113,7.0192e-06,3.7977e-05,0.005182,150,5,0.94113
EXOSC7,6,0.83494,0.83479,1,16578,0,0.60861,7.2197e-06,3.846e-05,0.005213,151,5,0.60861
BTF3,6,0.97882,0.97867,1,19626,0,0.60028,7.6143e-06,3.9428e-05,0.005309,152,5,0.60028
KAT8,6,0.87892,0.87876,1,17458,0,0.72253,7.7929e-06,4.0395e-05,0.005403,153,5,0.72253
RPL28,6,0.99999,0.99999,1,20416,0,0.53584,7.9744e-06,4.1363e-05,0.005497,154,6,0.53584
RPL10,6,0.99914,0.99913,1,20281,0,0.64614,8.0647e-06,4.1847e-05,0.005525,155,4,0.64614
IMP3,6,0.47245,0.60077,1,11943,1,0.72202,8.2665e-06,4.3298e-05,0.00568,156,4,0.72202
CCDC101,6,0.98329,0.98321,1,19722,0,0.48346,8.7129e-06,4.6201e-05,0.006023,157,5,0.48346
hsa-mir-6127,4,0.99999,0.99999,1,20415,0,0.99894,8.8043e-06,4.6685e-05,0.006047,158,4,0.99894
VARS,6,0.93947,0.93947,1,18744,0,0.63493,9.0787e-06,4.8136e-05,0.006157,159,5,0.63493
SNAPC4,6,0.90929,0.90932,1,18089,0,0.59389,9.1337e-06,4.8136e-05,0.006157,160,4,0.59389
PTPMT1,6,0.99923,0.99922,1,20292,0,0.52443,9.5428e-06,5.0071e-05,0.006326,161,5,0.52443
GTF2H3,6,0.1869,0.33937,1,6869,1,0.80896,9.5685e-06,5.0071e-05,0.006326,162,5,0.80896
RPS8,6,0.99993,0.99994,1,20389,0,0.83288,1.045e-05,5.5876e-05,0.007016,163,6,0.83288
SARS2,6,0.99361,0.99353,1,20023,0,0.64581,1.0528e-05,5.636e-05,0.007033,164,5,0.64581
MLLT1,6,0.99999,0.99999,1,20413,0,0.62729,1.1707e-05,6.6036e-05,0.008191,165,6,0.62729
DUT,6,0.99999,0.99999,1,20412,0,1.2199,1.2026e-05,6.7003e-05,0.008261,166,6,1.2199
PRPF38B,6,0.99903,0.99902,1,20275,0,0.67561,1.2097e-05,6.7487e-05,0.008271,167,5,0.67561
FNTB,6,0.99214,0.99202,1,19973,0,0.59352,1.2317e-05,6.9906e-05,0.008442,168,5,0.59352
EIF5A,6,0.28504,0.42981,1,8669,1,0.55903,1.2507e-05,7.039e-05,0.008442,169,5,0.55903
UBE2M,6,0.99826,0.99825,1,20219,0,0.47736,1.2602e-05,7.039e-05,0.008442,170,5,0.47736
SHQ1,6,0.99998,0.99999,1,20407,0,0.49744,1.2609e-05,7.0873e-05,0.008442,171,6,0.49744
RPL5,6,0.46021,0.58924,1,11715,1,0.92446,1.2802e-05,7.1357e-05,0.008442,172,5,0.92446
RNF111,6,0.99973,0.99972,1,20346,0,0.53771,1.2864e-05,7.1357e-05,0.008442,173,6,0.53771
TIMM23,6,0.99999,0.99999,1,20411,0,0.47113,1.3042e-05,7.2325e-05,0.008507,174,6,0.47113
SNRPA1,6,0.99836,0.99834,1,20224,0,0.9047,1.3278e-05,7.426e-05,0.008685,175,5,0.9047
WDR55,6,0.89197,0.89188,1,17735,0,0.91167,1.3611e-05,7.5227e-05,0.008748,176,4,0.91167
TRAPPC2,6,0.9998,0.9998,1,20358,0,0.56766,1.4186e-05,7.6679e-05,0.008866,177,6,0.56766
POLR1B,6,0.66226,0.70349,1,13934,1,0.60751,1.425e-05,7.7163e-05,0.008872,178,4,0.60751
hsa-mir-1273c,4,0.98736,0.98731,1,19828,0,1.3214,1.4535e-05,7.9581e-05,0.009099,179,3,1.3214
GFER,6,0.91852,0.91862,1,18303,0,0.9812,1.5042e-05,8.2e-05,0.009272,180,4,0.9812
RFT1,6,0.97312,0.973,1,19486,0,0.52944,1.5104e-05,8.2e-05,0.009272,181,5,0.52944
TIMM17A,6,0.84773,0.84756,1,16864,0,0.49929,1.5627e-05,8.6354e-05,0.009658,182,5,0.49929
EIF5AL1,6,0.99751,0.99749,1,20175,0,0.76133,1.5737e-05,8.6354e-05,0.009658,183,5,0.76133
TADA3,6,0.99998,0.99999,1,20409,0,0.5524,1.5983e-05,8.7322e-05,0.00966,184,6,0.5524
HYOU1,6,0.42328,0.5545,1,11081,1,0.69671,1.602e-05,8.7322e-05,0.00966,185,5,0.69671
SNAPC5,6,0.10878,0.22419,0.993422,4617,1,0.54245,1.6596e-05,9.0225e-05,0.009928,186,5,0.54245
GPN3,6,0.5293,0.6338,1,12552,1,0.95593,1.685e-05,9.1676e-05,0.010033,187,4,0.95593
USP28,6,0.07834,0.176,0.986843,3645,2,0.47538,1.7464e-05,9.5546e-05,0.010396,188,4,0.47538
PHF5A,6,0.93525,0.93533,1,18653,0,0.93465,1.7714e-05,9.603e-05,0.010396,189,4,0.93465
EIF2B5,6,0.99946,0.99944,1,20319,0,0.83228,1.7883e-05,9.6514e-05,0.010396,190,6,0.83228
EED,6,0.065969,0.15615,0.982121,3234,1,0.50429,1.8567e-05,0.00010087,0.010808,191,5,0.50429
EXOSC4,6,0.98922,0.98911,1,19887,0,0.69564,1.9328e-05,0.00010812,0.011466,192,5,0.69564
UBE2I,6,0.96893,0.96886,1,19396,0,0.81735,1.9343e-05,0.00010812,0.011466,193,5,0.81735
GPN2,6,0.84134,0.84112,1,16722,0,0.24413,2.0531e-05,0.00011393,0.012019,194,3,0.24413
FAM50A,6,0.98794,0.98786,1,19845,0,0.79606,2.1228e-05,0.00011683,0.012138,195,5,0.79606
FNBP4,6,0.99998,0.99998,1,20404,0,0.65507,2.1277e-05,0.00011683,0.012138,196,6,0.65507
RPP40,6,0.99992,0.99993,1,20385,0,0.58274,2.1278e-05,0.00011683,0.012138,197,6,0.58274
MRPL33,6,0.86781,0.86773,1,17250,0,0.88783,2.1982e-05,0.00012167,0.012576,198,4,0.88783
UQCRC2,6,0.99926,0.99926,1,20299,0,0.55429,2.2621e-05,0.00012457,0.012783,199,5,0.55429
FDX1L,6,0.99419,0.99409,1,20041,0,0.52209,2.2723e-05,0.00012506,0.012783,200,5,0.52209
WTAP,5,0.99767,0.99767,1,20185,0,0.68008,2.2758e-05,0.00012554,0.012783,201,4,0.68008
G6PD,6,0.99994,0.99994,1,20391,0,0.49107,2.3587e-05,0.00012748,0.012915,202,6,0.49107
PAK1IP1,6,0.99817,0.99815,1,20212,0,0.56461,2.3761e-05,0.00012844,0.012949,203,4,0.56461
PDRG1,6,0.99981,0.99981,1,20361,0,0.70905,2.4294e-05,0.00013038,0.013064,204,6,0.70905
TKT,6,0.9972,0.99717,1,20154,0,0.5795,2.4324e-05,0.00013086,0.013064,205,5,0.5795
STAG3,6,0.91381,0.91388,1,18191,0,0.2318,2.5753e-05,0.00013909,0.013818,206,5,0.2318
RRS1,6,0.91833,0.91843,1,18295,0,0.62164,2.6241e-05,0.00014054,0.013895,207,4,0.62164
SLC25A26,6,0.99997,0.99998,1,20402,0,0.47244,2.6965e-05,0.00014441,0.014209,208,6,0.47244
HSPA9,6,0.58107,0.65892,1,13030,1,0.64757,2.7364e-05,0.00014538,0.014215,209,4,0.64757
SLC7A5,6,0.99981,0.99981,1,20360,0,0.55824,2.7447e-05,0.00014586,0.014215,210,6,0.55824
PHB,6,0.94786,0.94789,1,18916,0,0.77957,2.7734e-05,0.00014731,0.014288,211,5,0.77957
TBL3,6,0.99997,0.99998,1,20400,0,0.76288,2.8149e-05,0.00014925,0.014408,212,6,0.76288
TTI1,6,0.96972,0.96961,1,19408,0,0.50499,2.8524e-05,0.0001507,0.01448,213,5,0.50499
PYCR2,6,0.99997,0.99997,1,20399,0,0.32435,2.9333e-05,0.00015457,0.014691,214,6,0.32435
MRPL43,6,0.19377,0.34575,1,6989,1,0.45839,2.9445e-05,0.00015505,0.014691,215,5,0.45839
MRPL23,6,0.92606,0.92619,1,18466,0,0.55245,2.9532e-05,0.00015505,0.014691,216,4,0.55245
SEH1L,6,0.99976,0.99976,1,20352,0,0.60668,2.9875e-05,0.0001565,0.01476,217,6,0.60668
AIFM2,6,0.84034,0.84012,1,16703,0,0.40898,3.0914e-05,0.00016086,0.015032,218,5,0.40898
E4F1,6,0.99915,0.99914,1,20282,0,0.43664,3.0928e-05,0.00016086,0.015032,219,5,0.43664
TMEM41B,6,0.46653,0.59523,1,11840,2,0.50667,3.1167e-05,0.00016231,0.015049,220,3,0.50667
PKM,6,0.99997,0.99997,1,20398,0,0.63491,3.1469e-05,0.00016376,0.015049,221,6,0.63491
QARS,6,0.44475,0.5746,1,11435,1,0.62811,3.1494e-05,0.00016376,0.015049,222,4,0.62811
PRPF19,6,0.92281,0.92294,1,18397,0,0.68386,3.1852e-05,0.00016473,0.015049,223,4,0.68386
UBL5,6,0.99997,0.99997,1,20395,0,0.88475,3.202e-05,0.00016569,0.015049,224,6,0.88475
NOL9,6,0.76089,0.77016,1,15237,1,0.5883,3.216e-05,0.00016569,0.015049,225,4,0.5883
MED14,6,0.99997,0.99997,1,20396,0,0.57599,3.244e-05,0.00016618,0.015049,226,6,0.57599
DIMT1,6,0.94884,0.94883,1,18934,0,0.53441,3.4249e-05,0.00017343,0.015637,227,5,0.53441
RPL24,6,0.31829,0.45923,1,9242,1,0.83324,3.5058e-05,0.0001773,0.015915,228,5,0.83324
NAMPT,6,0.97211,0.97198,1,19469,0,0.61688,3.582e-05,0.00018263,0.016322,229,5,0.61688
AASDHPPT,6,0.99977,0.99977,1,20353,0,0.67477,3.6009e-05,0.00018359,0.016337,230,6,0.67477
COPS4,6,0.56433,0.65059,1,12864,1,0.71207,3.6406e-05,0.00018601,0.016452,231,5,0.71207
ABT1,6,0.99757,0.99756,1,20178,0,0.93083,3.6806e-05,0.00018746,0.016452,232,4,0.93083
RPL26,6,0.87933,0.87918,1,17467,0,0.87243,3.7085e-05,0.00018843,0.016452,233,4,0.87243
EXOSC8,6,0.99996,0.99997,1,20394,0,0.55325,3.7228e-05,0.00018892,0.016452,234,6,0.55325
MRPL41,6,0.16984,0.31608,1,6415,1,0.78225,3.7309e-05,0.00018892,0.016452,235,4,0.78225
UBA52,6,0.93551,0.93559,1,18656,0,0.59756,3.9502e-05,0.0002044,0.017692,236,4,0.59756
SNRNP35,6,0.87751,0.87736,1,17437,0,0.74005,3.9742e-05,0.00020488,0.017692,237,5,0.74005
PRELID1,6,0.98744,0.98739,1,19831,0,0.68412,4.07e-05,0.00021214,0.018242,238,5,0.68412
